job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length
JOB04783,Backend Developer,DataBridge Analytics,,"We are looking for a Backend Developer to join our team. The candidate should have experience with Python, PostgreSQL, REST API, Java and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with python postgresql rest api java and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345
JOB00231,QA Engineer,TechNova Solutions,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, API Testing, Python, SQL and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-5 LPA,Internship,we are looking for a qa engineer to join our team the candidate should have experience with java api testing python sql and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB01321,Frontend Developer,CloudSphere,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, JavaScript, React, REST API and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,11-15 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git javascript react rest api and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345
JOB00042,Machine Learning Engineer,CodeCraft India,"Chennai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, Docker, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-12 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws tensorflow docker python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350
JOB00778,Machine Learning Engineer,BlueOrbit Software,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, SQL, Docker, AWS and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,8-13 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn sql docker aws and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,353
JOB09045,QA Engineer,InnovateLabs,Remote,"We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Python, API Testing, Git, Jira and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,12-14 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with sql python api testing git jira and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,340
JOB09487,Data Analyst,Quantix Technologies,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Statistics, Python, Power BI and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,10-14 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau statistics python power bi and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,346
JOB01730,Cloud Engineer,Vertex Digital,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Linux, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-9 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker linux terraform and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340
JOB03061,Data Analyst,BlueOrbit Software,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Tableau, Python, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,11-16 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with power bi tableau python sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338
JOB00580,Business Analyst,BlueOrbit Software,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Communication, Excel, Power BI and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,7-12 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with business analysis communication excel power bi and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,359
JOB05016,Software Engineer,NexaWorks,"Gwalior, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, C++, Java, SQL, Python and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,11-15 LPA,Internship,we are looking for a software engineer to join our team the candidate should have experience with git c java sql python and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,340
JOB09523,Cloud Engineer,BlueOrbit Software,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Docker, Python, Azure and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,12-16 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws docker python azure and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341
JOB06757,QA Engineer,FinEdge Technologies,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, Git, Python, API Testing and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,10-13 LPA,Part-time,we are looking for a qa engineer to join our team the candidate should have experience with sql git python api testing and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,339
JOB05366,Business Analyst,DataBridge Analytics,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, SQL, Power BI and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-8 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau sql power bi and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,343
JOB01492,Machine Learning Engineer,InnovateLabs,"Bangalore, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with TensorFlow, PyTorch, SQL, AWS, Docker and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,6-8 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with tensorflow pytorch sql aws docker and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,375,364
JOB07748,Software Engineer,BlueOrbit Software,"Gwalior, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, Python, Git, SQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-6 LPA,Part-time,we are looking for a software engineer to join our team the candidate should have experience with c python git sql and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,335
JOB09178,Business Analyst,NexaWorks,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Excel, Communication, SQL and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,9-11 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with tableau excel communication sql and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,349
JOB00062,Machine Learning Engineer,Quantix Technologies,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, PyTorch, Scikit-learn, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-14 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with aws pytorch scikit learn python and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,356
JOB04504,Data Analyst,CodeCraft India,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Statistics, Python and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with excel statistics python and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335
JOB07079,Business Analyst,Quantix Technologies,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Communication, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-9 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with excel communication power bi and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,355
JOB06686,DevOps Engineer,Quantix Technologies,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Linux, Terraform, Kubernetes, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,8-12 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with aws linux terraform kubernetes git and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349
JOB00403,QA Engineer,NextGen Systems,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Python, Java and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,8-12 LPA,Internship,we are looking for a qa engineer to join our team the candidate should have experience with api testing python java and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336
JOB00333,Software Engineer,InnovateLabs,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, REST API, Python, Git, C++ and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,6-11 LPA,Internship,we are looking for a software engineer to join our team the candidate should have experience with sql rest api python git c and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,342
JOB02085,QA Engineer,NexaWorks,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Jira, Selenium and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,5-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with api testing jira selenium and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336
JOB06992,Backend Developer,TechNova Solutions,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Java, Node.js, PostgreSQL, Python and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,10-12 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with sql java node js postgresql python and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353
JOB00165,Backend Developer,TechNova Solutions,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, REST API, Docker, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,8-12 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js rest api docker python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345
JOB04353,Data Analyst,CloudSphere,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Statistics, Power BI, Tableau and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-14 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with excel statistics power bi tableau and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345
JOB02716,Backend Developer,BlueOrbit Software,Remote,"We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Node.js, Python, Java and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,6-10 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with docker node js python java and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB09017,Software Engineer,InnovateLabs,Remote,"We are looking for a Software Engineer to join our team. The candidate should have experience with Python, C++, Java and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python c java and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,341,330
JOB05309,QA Engineer,DataBridge Analytics,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Java, SQL, API Testing, Python and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,5-8 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git java sql api testing python and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,344
JOB02756,Frontend Developer,FinEdge Technologies,"Chennai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, Git, CSS, TypeScript, JavaScript and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,5-7 LPA,Internship,we are looking for a frontend developer to join our team the candidate should have experience with rest api git css typescript javascript and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,355
JOB05580,Data Analyst,BlueOrbit Software,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, Python, Pandas, Statistics, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,12-14 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with excel python pandas statistics sql and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347
JOB03535,Business Analyst,InnovateLabs,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Tableau, Power BI, Business Analysis and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-11 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with sql communication tableau power bi business analysis and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367
JOB01335,DevOps Engineer,Quantix Technologies,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, AWS, Linux, Kubernetes, Docker and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-7 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git aws linux kubernetes docker and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347
JOB08119,QA Engineer,BlueOrbit Software,"Hyderabad, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Java, Jira, Selenium, Python and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,10-14 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with api testing java jira selenium python and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345
JOB02865,DevOps Engineer,CodeCraft India,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Jenkins, Kubernetes, AWS and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with git jenkins kubernetes aws and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB01660,Data Scientist,CloudSphere,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Machine Learning, NumPy and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,6-11 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with sql machine learning numpy and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,346
JOB07881,Data Scientist,Vertex Digital,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Scikit-learn, SQL, Pandas, AWS, Python and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-13 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with scikit learn sql pandas aws python and machine learning the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358
JOB00754,Backend Developer,TechNova Solutions,"Bangalore, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, SQL, Java, Node.js and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,5-8 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with docker sql java node js and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB09288,Data Scientist,Vertex Digital,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Scikit-learn, Pandas, AWS and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,11-16 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with scikit learn pandas aws and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337
JOB00707,Cloud Engineer,Vertex Digital,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Azure, AWS, Linux, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-15 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with python azure aws linux docker and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,346
JOB03161,Machine Learning Engineer,DataBridge Analytics,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, AWS, Python, Scikit-learn, PyTorch and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-13 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with sql aws python scikit learn pytorch and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,375,364
JOB08651,Data Scientist,Apex Solutions,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Scikit-learn, Machine Learning and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-5 LPA,Contract,we are looking for a data scientist to join our team the candidate should have experience with sql scikit learn machine learning and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347
JOB09975,Data Analyst,FinEdge Technologies,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Power BI, Pandas, Excel, Statistics and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,3-6 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with sql power bi pandas excel statistics and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,348
JOB09680,Cloud Engineer,Vertex Digital,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Kubernetes, Azure, AWS and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,5-7 LPA,Contract,we are looking for a cloud engineer to join our team the candidate should have experience with terraform kubernetes azure aws and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344
JOB06907,Cloud Engineer,BlueOrbit Software,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Kubernetes, AWS, Azure and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,10-12 LPA,Internship,we are looking for a cloud engineer to join our team the candidate should have experience with docker kubernetes aws azure and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB09654,Machine Learning Engineer,DataBridge Analytics,"Delhi, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Docker, Python and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,8-12 LPA,Contract,we are looking for a machine learning engineer to join our team the candidate should have experience with pytorch docker python and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352
JOB09078,Machine Learning Engineer,TechNova Solutions,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, SQL, TensorFlow, Python, PyTorch and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-7 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn sql tensorflow python pytorch and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367
JOB01835,Cloud Engineer,NextGen Systems,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, AWS, Python, Kubernetes and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,5-8 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with linux aws python kubernetes and azure the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,340
JOB04093,Frontend Developer,CodeCraft India,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, REST API, Git and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-15 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with javascript rest api git and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340
JOB07394,Frontend Developer,Quantix Technologies,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, Git, HTML, TypeScript, REST API and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-12 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with css git html typescript rest api and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349
JOB09690,Data Scientist,NextGen Systems,"Noida, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, SQL, Scikit-learn, Machine Learning and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,5-9 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python sql scikit learn machine learning and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,354
