job_id,job_title,company,location,experience,education,salary,job_type,skill,skill_category
JOB08334,Business Analyst,TechNova Solutions,"Bangalore, India",0-2 years,Master's Degree,3-7 LPA,Full-time,tableau,Data Analytics
JOB08334,Business Analyst,TechNova Solutions,"Bangalore, India",0-2 years,Master's Degree,3-7 LPA,Full-time,excel,Data Analytics
JOB01808,Cloud Engineer,Vertex Digital,"Bangalore, India",2-4 years,Master's Degree,8-13 LPA,Full-time,aws,Cloud
JOB01808,Cloud Engineer,Vertex Digital,"Bangalore, India",2-4 years,Master's Degree,8-13 LPA,Full-time,azure,Cloud
JOB01808,Cloud Engineer,Vertex Digital,"Bangalore, India",2-4 years,Master's Degree,8-13 LPA,Full-time,docker,DevOps
JOB01808,Cloud Engineer,Vertex Digital,"Bangalore, India",2-4 years,Master's Degree,8-13 LPA,Full-time,kubernetes,DevOps
JOB03529,Data Analyst,InnovateLabs,"Bangalore, India",5-8 years,B.Tech/M.Tech,6-9 LPA,Internship,power bi,Data Analytics
JOB03529,Data Analyst,InnovateLabs,"Bangalore, India",5-8 years,B.Tech/M.Tech,6-9 LPA,Internship,tableau,Data Analytics
JOB03529,Data Analyst,InnovateLabs,"Bangalore, India",5-8 years,B.Tech/M.Tech,6-9 LPA,Internship,excel,Data Analytics
JOB05263,Backend Developer,CodeCraft India,"Gwalior, India",3-5 years,B.Tech,8-10 LPA,Full-time,python,Programming
JOB05263,Backend Developer,CodeCraft India,"Gwalior, India",3-5 years,B.Tech,8-10 LPA,Full-time,sql,Database
JOB05263,Backend Developer,CodeCraft India,"Gwalior, India",3-5 years,B.Tech,8-10 LPA,Full-time,docker,DevOps
JOB01248,Business Analyst,InnovateLabs,"Bangalore, India",2-4 years,Bachelor's Degree,11-13 LPA,Internship,sql,Database
JOB01248,Business Analyst,InnovateLabs,"Bangalore, India",2-4 years,Bachelor's Degree,11-13 LPA,Internship,power bi,Data Analytics
JOB01248,Business Analyst,InnovateLabs,"Bangalore, India",2-4 years,Bachelor's Degree,11-13 LPA,Internship,tableau,Data Analytics
JOB01248,Business Analyst,InnovateLabs,"Bangalore, India",2-4 years,Bachelor's Degree,11-13 LPA,Internship,excel,Data Analytics
JOB00625,Data Analyst,InnovateLabs,"Hyderabad, India",1-3 years,B.Tech,7-11 LPA,Internship,python,Programming
JOB00625,Data Analyst,InnovateLabs,"Hyderabad, India",1-3 years,B.Tech,7-11 LPA,Internship,sql,Database
JOB00625,Data Analyst,InnovateLabs,"Hyderabad, India",1-3 years,B.Tech,7-11 LPA,Internship,tableau,Data Analytics
JOB00625,Data Analyst,InnovateLabs,"Hyderabad, India",1-3 years,B.Tech,7-11 LPA,Internship,excel,Data Analytics
JOB03711,Machine Learning Engineer,NexaWorks,"Bangalore, India",5-8 years,Master's Degree,10-12 LPA,Full-time,python,Programming
JOB03711,Machine Learning Engineer,NexaWorks,"Bangalore, India",5-8 years,Master's Degree,10-12 LPA,Full-time,sql,Database
JOB03711,Machine Learning Engineer,NexaWorks,"Bangalore, India",5-8 years,Master's Degree,10-12 LPA,Full-time,tensorflow,Machine Learning
JOB03711,Machine Learning Engineer,NexaWorks,"Bangalore, India",5-8 years,Master's Degree,10-12 LPA,Full-time,aws,Cloud
JOB03711,Machine Learning Engineer,NexaWorks,"Bangalore, India",5-8 years,Master's Degree,10-12 LPA,Full-time,docker,DevOps
JOB03400,Data Analyst,InnovateLabs,"Noida, India",5-8 years,B.E.,6-10 LPA,Full-time,sql,Database
JOB03400,Data Analyst,InnovateLabs,"Noida, India",5-8 years,B.E.,6-10 LPA,Full-time,power bi,Data Analytics
JOB03400,Data Analyst,InnovateLabs,"Noida, India",5-8 years,B.E.,6-10 LPA,Full-time,tableau,Data Analytics
JOB01852,Software Engineer,InnovateLabs,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Full-time,java,Programming
JOB01852,Software Engineer,InnovateLabs,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Full-time,sql,Database
JOB01852,Software Engineer,InnovateLabs,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Full-time,docker,DevOps
JOB01852,Software Engineer,InnovateLabs,"Chennai, India",5-8 years,Master's Degree,5-7 LPA,Full-time,git,Version Control
JOB07151,Data Scientist,DataBridge Analytics,"Noida, India",2-4 years,Master's Degree,10-15 LPA,Full-time,sql,Database
JOB07151,Data Scientist,DataBridge Analytics,"Noida, India",2-4 years,Master's Degree,10-15 LPA,Full-time,pandas,Data Science
JOB07151,Data Scientist,DataBridge Analytics,"Noida, India",2-4 years,Master's Degree,10-15 LPA,Full-time,numpy,Data Science
JOB08158,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,B.Tech,3-5 LPA,Full-time,python,Programming
JOB08158,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,B.Tech,3-5 LPA,Full-time,sql,Database
JOB08158,Software Engineer,Quantix Technologies,"Gurgaon, India",0-2 years,B.Tech,3-5 LPA,Full-time,docker,DevOps
JOB03308,Data Scientist,NextGen Systems,"Noida, India",2-4 years,Master's Degree,11-14 LPA,Full-time,sql,Database
JOB03308,Data Scientist,NextGen Systems,"Noida, India",2-4 years,Master's Degree,11-14 LPA,Full-time,pandas,Data Science
JOB03308,Data Scientist,NextGen Systems,"Noida, India",2-4 years,Master's Degree,11-14 LPA,Full-time,aws,Cloud
JOB09144,Data Analyst,DataBridge Analytics,"Mumbai, India",5-8 years,B.Tech/M.Tech,7-11 LPA,Full-time,python,Programming
JOB09144,Data Analyst,DataBridge Analytics,"Mumbai, India",5-8 years,B.Tech/M.Tech,7-11 LPA,Full-time,sql,Database
JOB09144,Data Analyst,DataBridge Analytics,"Mumbai, India",5-8 years,B.Tech/M.Tech,7-11 LPA,Full-time,power bi,Data Analytics
JOB09144,Data Analyst,DataBridge Analytics,"Mumbai, India",5-8 years,B.Tech/M.Tech,7-11 LPA,Full-time,tableau,Data Analytics
JOB08824,Data Analyst,InnovateLabs,"Noida, India",0-2 years,B.Tech/M.Tech,6-11 LPA,Full-time,sql,Database
JOB08824,Data Analyst,InnovateLabs,"Noida, India",0-2 years,B.Tech/M.Tech,6-11 LPA,Full-time,power bi,Data Analytics
JOB08824,Data Analyst,InnovateLabs,"Noida, India",0-2 years,B.Tech/M.Tech,6-11 LPA,Full-time,excel,Data Analytics
JOB08824,Data Analyst,InnovateLabs,"Noida, India",0-2 years,B.Tech/M.Tech,6-11 LPA,Full-time,pandas,Data Science
JOB07235,DevOps Engineer,NexaWorks,"Pune, India",3-5 years,Master's Degree,12-17 LPA,Full-time,aws,Cloud
JOB07235,DevOps Engineer,NexaWorks,"Pune, India",3-5 years,Master's Degree,12-17 LPA,Full-time,kubernetes,DevOps
JOB07235,DevOps Engineer,NexaWorks,"Pune, India",3-5 years,Master's Degree,12-17 LPA,Full-time,git,Version Control
JOB05670,Machine Learning Engineer,Quantix Technologies,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,python,Programming
JOB05670,Machine Learning Engineer,Quantix Technologies,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,sql,Database
JOB05670,Machine Learning Engineer,Quantix Technologies,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,tensorflow,Machine Learning
JOB05670,Machine Learning Engineer,Quantix Technologies,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,pytorch,Machine Learning
JOB05670,Machine Learning Engineer,Quantix Technologies,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,aws,Cloud
JOB09714,QA Engineer,InnovateLabs,"Gwalior, India",3-5 years,B.Tech,9-12 LPA,Full-time,python,Programming
JOB09714,QA Engineer,InnovateLabs,"Gwalior, India",3-5 years,B.Tech,9-12 LPA,Full-time,java,Programming
JOB09714,QA Engineer,InnovateLabs,"Gwalior, India",3-5 years,B.Tech,9-12 LPA,Full-time,sql,Database
JOB09714,QA Engineer,InnovateLabs,"Gwalior, India",3-5 years,B.Tech,9-12 LPA,Full-time,git,Version Control
JOB08992,Frontend Developer,Apex Solutions,"Gwalior, India",2-4 years,Master's Degree,8-12 LPA,Full-time,java,Programming
JOB08992,Frontend Developer,Apex Solutions,"Gwalior, India",2-4 years,Master's Degree,8-12 LPA,Full-time,javascript,Programming
JOB08992,Frontend Developer,Apex Solutions,"Gwalior, India",2-4 years,Master's Degree,8-12 LPA,Full-time,git,Version Control
JOB00440,Data Analyst,Quantix Technologies,"Chennai, India",2-4 years,Master's Degree,10-12 LPA,Full-time,python,Programming
JOB00440,Data Analyst,Quantix Technologies,"Chennai, India",2-4 years,Master's Degree,10-12 LPA,Full-time,power bi,Data Analytics
JOB00440,Data Analyst,Quantix Technologies,"Chennai, India",2-4 years,Master's Degree,10-12 LPA,Full-time,tableau,Data Analytics
JOB00440,Data Analyst,Quantix Technologies,"Chennai, India",2-4 years,Master's Degree,10-12 LPA,Full-time,excel,Data Analytics
JOB00440,Data Analyst,Quantix Technologies,"Chennai, India",2-4 years,Master's Degree,10-12 LPA,Full-time,pandas,Data Science
JOB03425,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,5-10 LPA,Part-time,sql,Database
JOB03425,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,5-10 LPA,Part-time,power bi,Data Analytics
JOB03425,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,5-10 LPA,Part-time,tableau,Data Analytics
JOB03425,Business Analyst,DataBridge Analytics,"Delhi, India",0-2 years,Bachelor's Degree,5-10 LPA,Part-time,excel,Data Analytics
JOB05007,Cloud Engineer,DataBridge Analytics,"Hyderabad, India",0-2 years,Master's Degree,3-6 LPA,Contract,azure,Cloud
JOB05007,Cloud Engineer,DataBridge Analytics,"Hyderabad, India",0-2 years,Master's Degree,3-6 LPA,Contract,docker,DevOps
JOB09254,QA Engineer,CodeCraft India,"Hyderabad, India",2-4 years,B.Tech,9-13 LPA,Full-time,python,Programming
JOB09254,QA Engineer,CodeCraft India,"Hyderabad, India",2-4 years,B.Tech,9-13 LPA,Full-time,java,Programming
JOB09254,QA Engineer,CodeCraft India,"Hyderabad, India",2-4 years,B.Tech,9-13 LPA,Full-time,sql,Database
JOB09254,QA Engineer,CodeCraft India,"Hyderabad, India",2-4 years,B.Tech,9-13 LPA,Full-time,git,Version Control
JOB08104,Backend Developer,CloudSphere,"Chennai, India",3-5 years,B.Tech/M.Tech,5-9 LPA,Full-time,python,Programming
JOB08104,Backend Developer,CloudSphere,"Chennai, India",3-5 years,B.Tech/M.Tech,5-9 LPA,Full-time,java,Programming
JOB08104,Backend Developer,CloudSphere,"Chennai, India",3-5 years,B.Tech/M.Tech,5-9 LPA,Full-time,sql,Database
JOB08104,Backend Developer,CloudSphere,"Chennai, India",3-5 years,B.Tech/M.Tech,5-9 LPA,Full-time,postgresql,Database
JOB08070,Data Scientist,InnovateLabs,"Hyderabad, India",2-4 years,Master's Degree,11-14 LPA,Contract,python,Programming
JOB08070,Data Scientist,InnovateLabs,"Hyderabad, India",2-4 years,Master's Degree,11-14 LPA,Contract,aws,Cloud
JOB00389,Backend Developer,NextGen Systems,"Gurgaon, India",3-5 years,Bachelor's Degree,9-12 LPA,Internship,python,Programming
JOB00389,Backend Developer,NextGen Systems,"Gurgaon, India",3-5 years,Bachelor's Degree,9-12 LPA,Internship,java,Programming
JOB00389,Backend Developer,NextGen Systems,"Gurgaon, India",3-5 years,Bachelor's Degree,9-12 LPA,Internship,sql,Database
JOB00389,Backend Developer,NextGen Systems,"Gurgaon, India",3-5 years,Bachelor's Degree,9-12 LPA,Internship,postgresql,Database
JOB00389,Backend Developer,NextGen Systems,"Gurgaon, India",3-5 years,Bachelor's Degree,9-12 LPA,Internship,docker,DevOps
JOB02089,Data Analyst,Vertex Digital,"Noida, India",5-8 years,B.E.,8-10 LPA,Contract,python,Programming
JOB02089,Data Analyst,Vertex Digital,"Noida, India",5-8 years,B.E.,8-10 LPA,Contract,sql,Database
JOB02089,Data Analyst,Vertex Digital,"Noida, India",5-8 years,B.E.,8-10 LPA,Contract,power bi,Data Analytics
JOB02089,Data Analyst,Vertex Digital,"Noida, India",5-8 years,B.E.,8-10 LPA,Contract,tableau,Data Analytics
JOB02089,Data Analyst,Vertex Digital,"Noida, India",5-8 years,B.E.,8-10 LPA,Contract,excel,Data Analytics
JOB06463,QA Engineer,Apex Solutions,"Gwalior, India",0-2 years,B.Tech/M.Tech,5-8 LPA,Full-time,python,Programming
JOB06463,QA Engineer,Apex Solutions,"Gwalior, India",0-2 years,B.Tech/M.Tech,5-8 LPA,Full-time,java,Programming
JOB06463,QA Engineer,Apex Solutions,"Gwalior, India",0-2 years,B.Tech/M.Tech,5-8 LPA,Full-time,git,Version Control
JOB06439,QA Engineer,InnovateLabs,"Gurgaon, India",0-2 years,B.E.,4-6 LPA,Full-time,java,Programming
JOB06439,QA Engineer,InnovateLabs,"Gurgaon, India",0-2 years,B.E.,4-6 LPA,Full-time,sql,Database
JOB06439,QA Engineer,InnovateLabs,"Gurgaon, India",0-2 years,B.E.,4-6 LPA,Full-time,git,Version Control
JOB09810,QA Engineer,NexaWorks,"Gwalior, India",1-3 years,B.Tech,5-10 LPA,Internship,python,Programming
JOB09810,QA Engineer,NexaWorks,"Gwalior, India",1-3 years,B.Tech,5-10 LPA,Internship,java,Programming
JOB01454,Cloud Engineer,Vertex Digital,Remote,2-4 years,B.Tech,10-15 LPA,Full-time,python,Programming
JOB01454,Cloud Engineer,Vertex Digital,Remote,2-4 years,B.Tech,10-15 LPA,Full-time,aws,Cloud
JOB01454,Cloud Engineer,Vertex Digital,Remote,2-4 years,B.Tech,10-15 LPA,Full-time,azure,Cloud
JOB01454,Cloud Engineer,Vertex Digital,Remote,2-4 years,B.Tech,10-15 LPA,Full-time,docker,DevOps
JOB01454,Cloud Engineer,Vertex Digital,Remote,2-4 years,B.Tech,10-15 LPA,Full-time,kubernetes,DevOps
JOB06747,Machine Learning Engineer,CloudSphere,"Chennai, India",0-2 years,Bachelor's Degree,4-8 LPA,Contract,python,Programming
JOB06747,Machine Learning Engineer,CloudSphere,"Chennai, India",0-2 years,Bachelor's Degree,4-8 LPA,Contract,aws,Cloud
JOB06747,Machine Learning Engineer,CloudSphere,"Chennai, India",0-2 years,Bachelor's Degree,4-8 LPA,Contract,docker,DevOps
JOB07663,Frontend Developer,Apex Solutions,"Noida, India",3-5 years,B.Tech,6-8 LPA,Full-time,java,Programming
JOB07663,Frontend Developer,Apex Solutions,"Noida, India",3-5 years,B.Tech,6-8 LPA,Full-time,javascript,Programming
JOB07663,Frontend Developer,Apex Solutions,"Noida, India",3-5 years,B.Tech,6-8 LPA,Full-time,git,Version Control
JOB02749,Backend Developer,NexaWorks,"Pune, India",3-5 years,B.E.,5-10 LPA,Full-time,python,Programming
JOB02749,Backend Developer,NexaWorks,"Pune, India",3-5 years,B.E.,5-10 LPA,Full-time,java,Programming
JOB02749,Backend Developer,NexaWorks,"Pune, India",3-5 years,B.E.,5-10 LPA,Full-time,sql,Database
JOB02749,Backend Developer,NexaWorks,"Pune, India",3-5 years,B.E.,5-10 LPA,Full-time,postgresql,Database
JOB02749,Backend Developer,NexaWorks,"Pune, India",3-5 years,B.E.,5-10 LPA,Full-time,docker,DevOps
JOB06465,Data Scientist,Quantix Technologies,"Gurgaon, India",0-2 years,Master's Degree,5-9 LPA,Contract,python,Programming
JOB06465,Data Scientist,Quantix Technologies,"Gurgaon, India",0-2 years,Master's Degree,5-9 LPA,Contract,pandas,Data Science
JOB06465,Data Scientist,Quantix Technologies,"Gurgaon, India",0-2 years,Master's Degree,5-9 LPA,Contract,numpy,Data Science
JOB07846,DevOps Engineer,TechNova Solutions,"Noida, India",1-3 years,Bachelor's Degree,11-15 LPA,Part-time,aws,Cloud
JOB07846,DevOps Engineer,TechNova Solutions,"Noida, India",1-3 years,Bachelor's Degree,11-15 LPA,Part-time,docker,DevOps
JOB07846,DevOps Engineer,TechNova Solutions,"Noida, India",1-3 years,Bachelor's Degree,11-15 LPA,Part-time,kubernetes,DevOps
JOB00089,Frontend Developer,Apex Solutions,"Mumbai, India",5-8 years,B.Tech,8-12 LPA,Contract,java,Programming
JOB00089,Frontend Developer,Apex Solutions,"Mumbai, India",5-8 years,B.Tech,8-12 LPA,Contract,javascript,Programming
JOB09191,Cloud Engineer,CloudSphere,"Chennai, India",3-5 years,Master's Degree,5-8 LPA,Full-time,python,Programming
JOB09191,Cloud Engineer,CloudSphere,"Chennai, India",3-5 years,Master's Degree,5-8 LPA,Full-time,azure,Cloud
JOB09191,Cloud Engineer,CloudSphere,"Chennai, India",3-5 years,Master's Degree,5-8 LPA,Full-time,docker,DevOps
JOB09191,Cloud Engineer,CloudSphere,"Chennai, India",3-5 years,Master's Degree,5-8 LPA,Full-time,kubernetes,DevOps
JOB09668,DevOps Engineer,Vertex Digital,"Gwalior, India",1-3 years,B.Tech,11-15 LPA,Part-time,aws,Cloud
JOB09668,DevOps Engineer,Vertex Digital,"Gwalior, India",1-3 years,B.Tech,11-15 LPA,Part-time,docker,DevOps
JOB09668,DevOps Engineer,Vertex Digital,"Gwalior, India",1-3 years,B.Tech,11-15 LPA,Part-time,kubernetes,DevOps
JOB05490,QA Engineer,InnovateLabs,"Bangalore, India",3-5 years,B.Tech/M.Tech,8-10 LPA,Part-time,python,Programming
JOB05490,QA Engineer,InnovateLabs,"Bangalore, India",3-5 years,B.Tech/M.Tech,8-10 LPA,Part-time,sql,Database
JOB05490,QA Engineer,InnovateLabs,"Bangalore, India",3-5 years,B.Tech/M.Tech,8-10 LPA,Part-time,git,Version Control
JOB03762,Business Analyst,NextGen Systems,"Noida, India",0-2 years,B.Tech/M.Tech,5-9 LPA,Full-time,sql,Database
JOB03762,Business Analyst,NextGen Systems,"Noida, India",0-2 years,B.Tech/M.Tech,5-9 LPA,Full-time,power bi,Data Analytics
JOB03762,Business Analyst,NextGen Systems,"Noida, India",0-2 years,B.Tech/M.Tech,5-9 LPA,Full-time,tableau,Data Analytics
JOB03762,Business Analyst,NextGen Systems,"Noida, India",0-2 years,B.Tech/M.Tech,5-9 LPA,Full-time,excel,Data Analytics
JOB05352,Machine Learning Engineer,NextGen Systems,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,sql,Database
JOB05352,Machine Learning Engineer,NextGen Systems,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,tensorflow,Machine Learning
JOB05352,Machine Learning Engineer,NextGen Systems,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,aws,Cloud
JOB05352,Machine Learning Engineer,NextGen Systems,"Chennai, India",5-8 years,B.Tech,10-14 LPA,Full-time,docker,DevOps
JOB04032,Data Scientist,Quantix Technologies,"Chennai, India",0-2 years,B.Tech,4-6 LPA,Full-time,python,Programming
JOB04032,Data Scientist,Quantix Technologies,"Chennai, India",0-2 years,B.Tech,4-6 LPA,Full-time,pandas,Data Science
JOB04032,Data Scientist,Quantix Technologies,"Chennai, India",0-2 years,B.Tech,4-6 LPA,Full-time,numpy,Data Science
JOB04032,Data Scientist,Quantix Technologies,"Chennai, India",0-2 years,B.Tech,4-6 LPA,Full-time,aws,Cloud
JOB05211,Machine Learning Engineer,Quantix Technologies,"Chennai, India",3-5 years,B.E.,7-12 LPA,Full-time,python,Programming
JOB05211,Machine Learning Engineer,Quantix Technologies,"Chennai, India",3-5 years,B.E.,7-12 LPA,Full-time,tensorflow,Machine Learning
JOB05211,Machine Learning Engineer,Quantix Technologies,"Chennai, India",3-5 years,B.E.,7-12 LPA,Full-time,pytorch,Machine Learning
JOB05211,Machine Learning Engineer,Quantix Technologies,"Chennai, India",3-5 years,B.E.,7-12 LPA,Full-time,docker,DevOps
JOB03133,Machine Learning Engineer,TechNova Solutions,"Mumbai, India",2-4 years,B.E.,5-9 LPA,Full-time,python,Programming
JOB03133,Machine Learning Engineer,TechNova Solutions,"Mumbai, India",2-4 years,B.E.,5-9 LPA,Full-time,sql,Database
JOB03133,Machine Learning Engineer,TechNova Solutions,"Mumbai, India",2-4 years,B.E.,5-9 LPA,Full-time,tensorflow,Machine Learning
JOB03133,Machine Learning Engineer,TechNova Solutions,"Mumbai, India",2-4 years,B.E.,5-9 LPA,Full-time,aws,Cloud
JOB03133,Machine Learning Engineer,TechNova Solutions,"Mumbai, India",2-4 years,B.E.,5-9 LPA,Full-time,docker,DevOps
JOB04422,Machine Learning Engineer,Vertex Digital,"Noida, India",2-4 years,Master's Degree,8-11 LPA,Full-time,sql,Database
JOB04422,Machine Learning Engineer,Vertex Digital,"Noida, India",2-4 years,Master's Degree,8-11 LPA,Full-time,tensorflow,Machine Learning
JOB04422,Machine Learning Engineer,Vertex Digital,"Noida, India",2-4 years,Master's Degree,8-11 LPA,Full-time,pytorch,Machine Learning
JOB04422,Machine Learning Engineer,Vertex Digital,"Noida, India",2-4 years,Master's Degree,8-11 LPA,Full-time,docker,DevOps
JOB08316,Data Analyst,NextGen Systems,"Chennai, India",5-8 years,B.Tech,8-11 LPA,Full-time,power bi,Data Analytics
JOB08316,Data Analyst,NextGen Systems,"Chennai, India",5-8 years,B.Tech,8-11 LPA,Full-time,tableau,Data Analytics
JOB08316,Data Analyst,NextGen Systems,"Chennai, India",5-8 years,B.Tech,8-11 LPA,Full-time,excel,Data Analytics
JOB08316,Data Analyst,NextGen Systems,"Chennai, India",5-8 years,B.Tech,8-11 LPA,Full-time,pandas,Data Science
JOB07357,Cloud Engineer,CloudSphere,"Hyderabad, India",2-4 years,B.Tech,8-10 LPA,Full-time,python,Programming
JOB07357,Cloud Engineer,CloudSphere,"Hyderabad, India",2-4 years,B.Tech,8-10 LPA,Full-time,docker,DevOps
JOB07357,Cloud Engineer,CloudSphere,"Hyderabad, India",2-4 years,B.Tech,8-10 LPA,Full-time,kubernetes,DevOps
JOB01108,Software Engineer,Vertex Digital,Remote,5-8 years,B.Tech/M.Tech,10-13 LPA,Full-time,python,Programming
JOB01108,Software Engineer,Vertex Digital,Remote,5-8 years,B.Tech/M.Tech,10-13 LPA,Full-time,java,Programming
JOB01108,Software Engineer,Vertex Digital,Remote,5-8 years,B.Tech/M.Tech,10-13 LPA,Full-time,sql,Database
JOB01108,Software Engineer,Vertex Digital,Remote,5-8 years,B.Tech/M.Tech,10-13 LPA,Full-time,docker,DevOps
JOB01108,Software Engineer,Vertex Digital,Remote,5-8 years,B.Tech/M.Tech,10-13 LPA,Full-time,git,Version Control
JOB03544,Frontend Developer,CodeCraft India,"Mumbai, India",2-4 years,B.Tech/M.Tech,5-10 LPA,Full-time,git,Version Control
JOB01085,Software Engineer,Apex Solutions,Remote,3-5 years,Bachelor's Degree,8-10 LPA,Internship,python,Programming
JOB01085,Software Engineer,Apex Solutions,Remote,3-5 years,Bachelor's Degree,8-10 LPA,Internship,java,Programming
JOB01085,Software Engineer,Apex Solutions,Remote,3-5 years,Bachelor's Degree,8-10 LPA,Internship,docker,DevOps
JOB07710,Cloud Engineer,Vertex Digital,"Delhi, India",0-2 years,B.Tech,4-8 LPA,Internship,aws,Cloud
JOB07710,Cloud Engineer,Vertex Digital,"Delhi, India",0-2 years,B.Tech,4-8 LPA,Internship,docker,DevOps
JOB07372,QA Engineer,BlueOrbit Software,"Gurgaon, India",1-3 years,Bachelor's Degree,12-16 LPA,Full-time,sql,Database
JOB07372,QA Engineer,BlueOrbit Software,"Gurgaon, India",1-3 years,Bachelor's Degree,12-16 LPA,Full-time,git,Version Control
JOB06984,Backend Developer,NexaWorks,"Chennai, India",5-8 years,B.Tech,8-13 LPA,Full-time,python,Programming
JOB06984,Backend Developer,NexaWorks,"Chennai, India",5-8 years,B.Tech,8-13 LPA,Full-time,java,Programming
JOB06984,Backend Developer,NexaWorks,"Chennai, India",5-8 years,B.Tech,8-13 LPA,Full-time,docker,DevOps
JOB04265,QA Engineer,Vertex Digital,"Noida, India",5-8 years,Bachelor's Degree,6-11 LPA,Full-time,python,Programming
JOB04265,QA Engineer,Vertex Digital,"Noida, India",5-8 years,Bachelor's Degree,6-11 LPA,Full-time,sql,Database
JOB05883,Business Analyst,NexaWorks,"Gwalior, India",5-8 years,Master's Degree,5-10 LPA,Contract,sql,Database
JOB05883,Business Analyst,NexaWorks,"Gwalior, India",5-8 years,Master's Degree,5-10 LPA,Contract,power bi,Data Analytics
JOB05883,Business Analyst,NexaWorks,"Gwalior, India",5-8 years,Master's Degree,5-10 LPA,Contract,tableau,Data Analytics
JOB09735,QA Engineer,Quantix Technologies,"Delhi, India",5-8 years,B.Tech,6-11 LPA,Internship,python,Programming
JOB09735,QA Engineer,Quantix Technologies,"Delhi, India",5-8 years,B.Tech,6-11 LPA,Internship,sql,Database
JOB09735,QA Engineer,Quantix Technologies,"Delhi, India",5-8 years,B.Tech,6-11 LPA,Internship,git,Version Control
JOB02073,QA Engineer,InnovateLabs,"Mumbai, India",5-8 years,B.Tech/M.Tech,6-8 LPA,Full-time,python,Programming
JOB02073,QA Engineer,InnovateLabs,"Mumbai, India",5-8 years,B.Tech/M.Tech,6-8 LPA,Full-time,git,Version Control
JOB02184,Frontend Developer,BlueOrbit Software,"Chennai, India",0-2 years,B.E.,3-7 LPA,Full-time,java,Programming
JOB02184,Frontend Developer,BlueOrbit Software,"Chennai, India",0-2 years,B.E.,3-7 LPA,Full-time,javascript,Programming
JOB02184,Frontend Developer,BlueOrbit Software,"Chennai, India",0-2 years,B.E.,3-7 LPA,Full-time,git,Version Control
JOB04986,Business Analyst,BlueOrbit Software,Remote,5-8 years,B.Tech,8-10 LPA,Contract,sql,Database
JOB04986,Business Analyst,BlueOrbit Software,Remote,5-8 years,B.Tech,8-10 LPA,Contract,power bi,Data Analytics
JOB04986,Business Analyst,BlueOrbit Software,Remote,5-8 years,B.Tech,8-10 LPA,Contract,tableau,Data Analytics
JOB04986,Business Analyst,BlueOrbit Software,Remote,5-8 years,B.Tech,8-10 LPA,Contract,excel,Data Analytics
JOB04116,Backend Developer,NexaWorks,"Mumbai, India",3-5 years,Master's Degree,12-15 LPA,Internship,python,Programming
JOB04116,Backend Developer,NexaWorks,"Mumbai, India",3-5 years,Master's Degree,12-15 LPA,Internship,sql,Database
JOB04116,Backend Developer,NexaWorks,"Mumbai, India",3-5 years,Master's Degree,12-15 LPA,Internship,postgresql,Database
JOB03072,DevOps Engineer,CloudSphere,Remote,3-5 years,B.E.,5-7 LPA,Full-time,aws,Cloud
JOB03072,DevOps Engineer,CloudSphere,Remote,3-5 years,B.E.,5-7 LPA,Full-time,docker,DevOps
JOB03072,DevOps Engineer,CloudSphere,Remote,3-5 years,B.E.,5-7 LPA,Full-time,kubernetes,DevOps
JOB03072,DevOps Engineer,CloudSphere,Remote,3-5 years,B.E.,5-7 LPA,Full-time,git,Version Control
JOB06812,Frontend Developer,InnovateLabs,Remote,5-8 years,B.Tech/M.Tech,6-9 LPA,Full-time,java,Programming
JOB06812,Frontend Developer,InnovateLabs,Remote,5-8 years,B.Tech/M.Tech,6-9 LPA,Full-time,javascript,Programming
JOB03530,Software Engineer,CloudSphere,"Noida, India",1-3 years,B.E.,12-14 LPA,Full-time,python,Programming
JOB03530,Software Engineer,CloudSphere,"Noida, India",1-3 years,B.E.,12-14 LPA,Full-time,sql,Database
JOB03530,Software Engineer,CloudSphere,"Noida, India",1-3 years,B.E.,12-14 LPA,Full-time,git,Version Control
JOB00417,Business Analyst,Quantix Technologies,"Gurgaon, India",0-2 years,B.E.,5-9 LPA,Full-time,sql,Database
JOB00417,Business Analyst,Quantix Technologies,"Gurgaon, India",0-2 years,B.E.,5-9 LPA,Full-time,power bi,Data Analytics
JOB00417,Business Analyst,Quantix Technologies,"Gurgaon, India",0-2 years,B.E.,5-9 LPA,Full-time,tableau,Data Analytics
