job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,extracted_skills
JOB06449,Machine Learning Engineer,NextGen Systems,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, PyTorch, Scikit-learn, Python, SQL and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,12-15 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with docker pytorch scikit learn python sql and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['python', 'sql', 'tensorflow', 'pytorch', 'docker']"
JOB09894,Machine Learning Engineer,Vertex Digital,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, SQL, Docker and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,12-17 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn sql docker and tensorflow the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352,"['sql', 'tensorflow', 'docker']"
JOB05426,Backend Developer,CodeCraft India,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Python, Docker, PostgreSQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,8-11 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with sql python docker postgresql and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,347,"['python', 'sql', 'postgresql', 'docker']"
JOB04460,Backend Developer,CodeCraft India,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Java, Python, Docker, SQL and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,12-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with rest api java python docker sql and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352,"['python', 'java', 'sql', 'postgresql', 'docker']"
JOB09800,DevOps Engineer,NextGen Systems,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, AWS, Docker, Terraform, Kubernetes and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,5-7 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with linux aws docker terraform kubernetes and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['aws', 'docker', 'kubernetes', 'git']"
JOB05230,Backend Developer,NextGen Systems,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Java, Python, REST API and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,7-12 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with node js java python rest api and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,342,"['python', 'java', 'sql']"
JOB04310,Business Analyst,NextGen Systems,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Business Analysis, Tableau, Communication, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-12 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with power bi business analysis tableau communication excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB07252,Backend Developer,NexaWorks,"Gwalior, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Python, Docker, Java, SQL and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,12-15 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with rest api python docker java sql and node js the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['python', 'java', 'sql', 'docker']"
JOB00829,QA Engineer,Vertex Digital,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, API Testing, Selenium, Java and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,5-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python api testing selenium java and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['python', 'java']"
JOB08848,Software Engineer,CodeCraft India,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, Docker, SQL, REST API, Python and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-12 LPA,Contract,we are looking for a software engineer to join our team the candidate should have experience with java docker sql rest api python and c the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343,"['python', 'java', 'sql', 'docker']"
JOB02046,Data Analyst,DataBridge Analytics,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Python, Excel and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,5-9 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with tableau python excel and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['python', 'power bi', 'tableau', 'excel']"
JOB01673,Business Analyst,BlueOrbit Software,"Mumbai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Excel, Tableau, Communication, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,12-15 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with sql excel tableau communication power bi and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB05804,Backend Developer,CloudSphere,"Gwalior, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Python, Node.js, Java, SQL and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,10-12 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with docker python node js java sql and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['python', 'java', 'sql', 'postgresql', 'docker']"
JOB01689,QA Engineer,TechNova Solutions,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, SQL, Python and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,,4-7 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with selenium sql python and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,337,328,"['python', 'sql']"
JOB03299,Frontend Developer,FinEdge Technologies,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, TypeScript, React and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-7 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git typescript react and css the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,['git']
JOB07502,Data Analyst,FinEdge Technologies,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Excel, Pandas and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,9-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau excel pandas and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['power bi', 'tableau', 'excel', 'pandas']"
JOB05749,Data Analyst,CodeCraft India,"Gurgaon, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, SQL, Excel, Statistics and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,12-16 LPA,Contract,we are looking for a data analyst to join our team the candidate should have experience with python sql excel statistics and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['python', 'sql', 'power bi', 'excel']"
JOB05315,DevOps Engineer,NextGen Systems,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, AWS, Jenkins, Docker, Git and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-14 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with terraform aws jenkins docker git and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['aws', 'docker', 'kubernetes', 'git']"
JOB07112,Frontend Developer,InnovateLabs,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, React, HTML and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-6 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript react html and css the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,[]
JOB05492,Software Engineer,InnovateLabs,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, C++, Java, REST API, SQL and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python c java rest api sql and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,340,"['python', 'java', 'sql', 'git']"
JOB09557,DevOps Engineer,Vertex Digital,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, AWS, Terraform, Kubernetes and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-7 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with jenkins aws terraform kubernetes and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['aws', 'kubernetes', 'git']"
JOB01714,Backend Developer,CloudSphere,"Gwalior, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Java, REST API, Python and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,10-15 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with java rest api python and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,341,"['python', 'java', 'sql', 'postgresql']"
JOB00021,Data Scientist,DataBridge Analytics,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Scikit-learn, Machine Learning and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-5 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql scikit learn machine learning and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347,"['sql', 'pandas']"
JOB06093,Data Analyst,FinEdge Technologies,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, Statistics, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-16 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with python statistics excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['python', 'tableau', 'excel']"
JOB04157,Business Analyst,DataBridge Analytics,,"We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, SQL, Communication, Excel, Power BI and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,11-16 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with business analysis sql communication excel power bi and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB04771,Frontend Developer,NextGen Systems,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, React, REST API, Git and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,6-9 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with css react rest api git and typescript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,['git']
JOB07566,Business Analyst,FinEdge Technologies,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Tableau, SQL, Power BI and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-9 LPA,Internship,we are looking for a business analyst to join our team the candidate should have experience with business analysis tableau sql power bi and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,353,"['sql', 'power bi', 'tableau', 'excel']"
JOB03617,Software Engineer,NextGen Systems,Remote,"We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Docker, REST API, Python, C++ and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,10-14 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git docker rest api python c and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,342,"['python', 'sql', 'docker', 'git']"
JOB07236,Data Scientist,NextGen Systems,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Machine Learning, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,8-12 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with numpy machine learning sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['python', 'sql', 'numpy']"
JOB01296,Data Scientist,NextGen Systems,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, Scikit-learn, AWS, NumPy, Pandas and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,5-8 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python scikit learn aws numpy pandas and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,347,"['python', 'sql', 'pandas', 'numpy', 'aws']"
JOB08752,QA Engineer,Vertex Digital,"Mumbai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with SQL, API Testing, Selenium, Java and Jira. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,12-16 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with sql api testing selenium java and jira the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338,"['java', 'sql']"
JOB00592,DevOps Engineer,CloudSphere,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Terraform, Linux, Git, Kubernetes and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,9-11 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with aws terraform linux git kubernetes and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"['aws', 'kubernetes', 'git']"
JOB01407,Data Scientist,BlueOrbit Software,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Machine Learning, AWS, Python and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,12-17 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with sql machine learning aws python and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['python', 'sql', 'numpy', 'aws']"
JOB00222,QA Engineer,Quantix Technologies,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, SQL, Java and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,3-5 LPA,Internship,we are looking for a qa engineer to join our team the candidate should have experience with api testing sql java and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['java', 'sql']"
JOB05750,Software Engineer,Vertex Digital,"Mumbai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, Python, Docker and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,12-16 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with sql python docker and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['python', 'sql', 'docker']"
JOB04382,QA Engineer,Quantix Technologies,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Git, API Testing and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-9 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with java git api testing and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,337,328,"['java', 'sql', 'git']"
JOB04522,Software Engineer,Vertex Digital,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, REST API, C++, Docker, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,9-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with sql rest api c docker java and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,343,"['python', 'java', 'sql', 'docker']"
JOB00859,Cloud Engineer,NextGen Systems,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Linux, Python, Kubernetes and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,9-13 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with aws linux python kubernetes and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['python', 'aws', 'kubernetes']"
JOB04514,DevOps Engineer,TechNova Solutions,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Linux, Terraform, Docker, AWS and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-8 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes linux terraform docker aws and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['aws', 'docker', 'kubernetes', 'git']"
JOB05112,Business Analyst,CloudSphere,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Power BI, Business Analysis, Excel, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-8 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau power bi business analysis excel sql and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB04767,DevOps Engineer,Apex Solutions,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Jenkins, Kubernetes, Git, AWS and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,8-11 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with linux jenkins kubernetes git aws and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,350,"['aws', 'kubernetes', 'git']"
JOB00842,DevOps Engineer,TechNova Solutions,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Docker, Terraform, Kubernetes, Linux and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-6 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with aws docker terraform kubernetes linux and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"['aws', 'docker', 'kubernetes']"
JOB01732,Backend Developer,CloudSphere,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Java, Node.js and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-9 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with python java node js and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['python', 'java', 'sql']"
JOB07387,Business Analyst,NexaWorks,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Business Analysis, Excel, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,12-15 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau business analysis excel sql and communication the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358,"['sql', 'tableau', 'excel']"
JOB07792,Data Scientist,TechNova Solutions,"Delhi, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Python, Scikit-learn and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,,Internship,we are looking for a data scientist to join our team the candidate should have experience with aws python scikit learn and numpy the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"['python', 'numpy', 'aws']"
JOB04792,Frontend Developer,Quantix Technologies,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, TypeScript, JavaScript, HTML and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-11 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css typescript javascript html and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"['java', 'javascript', 'git']"
JOB07440,Data Analyst,Vertex Digital,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Excel, Pandas, Python, Tableau and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,5-7 LPA,Internship,we are looking for a data analyst to join our team the candidate should have experience with power bi excel pandas python tableau and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,352,"['python', 'power bi', 'tableau', 'excel', 'pandas']"
JOB01656,Business Analyst,Vertex Digital,"Gurgaon, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Power BI, Business Analysis, Tableau, Communication, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,10-14 LPA,Contract,we are looking for a business analyst to join our team the candidate should have experience with power bi business analysis tableau communication excel and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
JOB00995,Business Analyst,NexaWorks,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Tableau, Business Analysis, SQL, Power BI and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,6-11 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication tableau business analysis sql power bi and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"['sql', 'power bi', 'tableau', 'excel']"
