job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,processed_text
JOB06720,Backend Developer,DataBridge Analytics,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Python, REST API, Docker and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,12-15 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with sql python rest api docker and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'sql', 'python', 'rest', 'api', 'docker', 'java', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB08447,Software Engineer,Quantix Technologies,"Mumbai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with REST API, Git, SQL, Python, Docker and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,5-8 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with rest api git sql python docker and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'rest', 'api', 'git', 'sql', 'python', 'docker', 'java', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB01663,DevOps Engineer,CloudSphere,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Terraform, Jenkins, Kubernetes, Git and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-5 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with docker terraform jenkins kubernetes git and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'docker', 'terraform', 'jenkins', 'kubernetes', 'git', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB04966,Machine Learning Engineer,Quantix Technologies,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, SQL, TensorFlow, PyTorch, Docker and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,6-9 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with python sql tensorflow pytorch docker and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'python', 'sql', 'tensorflow', 'pytorch', 'docker', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB01319,Business Analyst,BlueOrbit Software,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Business Analysis, SQL and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-10 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with communication business analysis sql and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,350,"['looking', 'business', 'analyst', 'join', 'team', 'candidate', 'experience', 'communication', 'business', 'analysis', 'sql', 'excel', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB00783,Frontend Developer,Quantix Technologies,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, Git, JavaScript, HTML and TypeScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,5-8 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api git javascript html and typescript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'rest', 'api', 'git', 'javascript', 'html', 'typescript', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB08273,Backend Developer,NextGen Systems,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Node.js, Java, PostgreSQL and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-14 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with sql node js java postgresql and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'sql', 'node', 'j', 'java', 'postgresql', 'docker', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB07167,Backend Developer,FinEdge Technologies,"Gwalior, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Python, Node.js, Java and PostgreSQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,7-10 LPA,Internship,we are looking for a backend developer to join our team the candidate should have experience with python node js java and postgresql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'python', 'node', 'j', 'java', 'postgresql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB07878,Software Engineer,NextGen Systems,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, REST API, Docker and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,,Full-time,we are looking for a software engineer to join our team the candidate should have experience with python rest api docker and c the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,334,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'python', 'rest', 'api', 'docker', 'c', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB01942,Data Analyst,InnovateLabs,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Excel, Pandas, SQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,7-11 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau excel pandas sql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336,"['looking', 'data', 'analyst', 'join', 'team', 'candidate', 'experience', 'tableau', 'excel', 'panda', 'sql', 'python', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB03444,Data Analyst,CodeCraft India,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Excel, Power BI, Pandas, SQL and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,5-10 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau excel power bi pandas sql and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,"['looking', 'data', 'analyst', 'join', 'team', 'candidate', 'experience', 'tableau', 'excel', 'power', 'bi', 'panda', 'sql', 'statistic', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05034,QA Engineer,BlueOrbit Software,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Java, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-13 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with selenium java python and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,337,328,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'selenium', 'java', 'python', 'sql', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB02151,QA Engineer,Apex Solutions,"Chennai, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Selenium, SQL, Java and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,9-14 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira selenium sql java and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,338,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'jira', 'selenium', 'sql', 'java', 'api', 'testing', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB07012,Frontend Developer,CloudSphere,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with React, Git, JavaScript, HTML and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,8-11 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with react git javascript html and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,355,345,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'react', 'git', 'javascript', 'html', 'rest', 'api', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB04120,DevOps Engineer,DataBridge Analytics,"Pune, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, AWS, Git and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-5 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with docker aws git and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,337,328,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'docker', 'aws', 'git', 'linux', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB08272,Data Scientist,Vertex Digital,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Machine Learning, AWS and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,10-15 LPA,Internship,we are looking for a data scientist to join our team the candidate should have experience with sql machine learning aws and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,338,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'sql', 'machine', 'learning', 'aws', 'panda', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB04923,Frontend Developer,NextGen Systems,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, TypeScript, React, CSS and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-8 LPA,Internship,we are looking for a frontend developer to join our team the candidate should have experience with git typescript react css and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,346,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'git', 'typescript', 'react', 'cs', 'javascript', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09509,Software Engineer,TechNova Solutions,"Pune, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, REST API, SQL and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,11-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with java rest api sql and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,340,331,"['looking', 'software', 'engineer', 'join', 'team', 'candidate', 'experience', 'java', 'rest', 'api', 'sql', 'git', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06825,QA Engineer,CloudSphere,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Git, Selenium, Jira, API Testing, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,7-10 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with git selenium jira api testing python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'git', 'selenium', 'jira', 'api', 'testing', 'python', 'java', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05502,Data Scientist,Vertex Digital,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Machine Learning, Pandas and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,6-8 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws machine learning pandas and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'aws', 'machine', 'learning', 'panda', 'scikit', 'learn', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB05980,Data Analyst,CodeCraft India,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, Pandas, Power BI, Excel, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,,Full-time,we are looking for a data analyst to join our team the candidate should have experience with python pandas power bi excel sql and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"['looking', 'data', 'analyst', 'join', 'team', 'candidate', 'experience', 'python', 'panda', 'power', 'bi', 'excel', 'sql', 'tableau', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06245,Data Scientist,CodeCraft India,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, AWS, Machine Learning, SQL and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-5 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python aws machine learning sql and scikit learn the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,351,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'python', 'aws', 'machine', 'learning', 'sql', 'scikit', 'learn', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB02817,Machine Learning Engineer,Apex Solutions,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, AWS, TensorFlow, Python and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,10-12 LPA,Part-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn aws tensorflow python and pytorch the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,370,360,"['looking', 'machine', 'learning', 'engineer', 'join', 'team', 'candidate', 'experience', 'scikit', 'learn', 'aws', 'tensorflow', 'python', 'pytorch', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06435,QA Engineer,TechNova Solutions,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, SQL, API Testing and Selenium. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,10-15 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with jira sql api testing and selenium the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"['looking', 'qa', 'engineer', 'join', 'team', 'candidate', 'experience', 'jira', 'sql', 'api', 'testing', 'selenium', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB00268,Backend Developer,FinEdge Technologies,"Pune, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, REST API, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,11-13 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with docker rest api sql and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['looking', 'backend', 'developer', 'join', 'team', 'candidate', 'experience', 'docker', 'rest', 'api', 'sql', 'java', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB06190,DevOps Engineer,InnovateLabs,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Linux, Kubernetes and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,12-17 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with docker linux kubernetes and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,344,335,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'docker', 'linux', 'kubernetes', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09864,DevOps Engineer,InnovateLabs,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Kubernetes, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-14 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with jenkins kubernetes docker and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,352,343,"['looking', 'devops', 'engineer', 'join', 'team', 'candidate', 'experience', 'jenkins', 'kubernetes', 'docker', 'terraform', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB03521,Data Scientist,TechNova Solutions,"Gurgaon, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Machine Learning, Python, Scikit-learn, NumPy and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,8-12 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with machine learning python scikit learn numpy and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,363,353,"['looking', 'data', 'scientist', 'join', 'team', 'candidate', 'experience', 'machine', 'learning', 'python', 'scikit', 'learn', 'numpy', 'aws', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB09595,Cloud Engineer,Apex Solutions,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, AWS, Python and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure aws python and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,334,"['looking', 'cloud', 'engineer', 'join', 'team', 'candidate', 'experience', 'azure', 'aws', 'python', 'kubernetes', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB08255,Frontend Developer,Quantix Technologies,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, REST API, JavaScript and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,10-13 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git rest api javascript and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'git', 'rest', 'api', 'javascript', 'react', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB00966,Frontend Developer,Vertex Digital,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, TypeScript, REST API and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,11-16 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with css typescript rest api and react the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,"['looking', 'frontend', 'developer', 'join', 'team', 'candidate', 'experience', 'cs', 'typescript', 'rest', 'api', 'react', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
JOB00253,Business Analyst,Apex Solutions,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Power BI, Communication and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,10-15 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau power bi communication and business analysis the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,357,"['looking', 'business', 'analyst', 'join', 'team', 'candidate', 'experience', 'tableau', 'power', 'bi', 'communication', 'business', 'analysis', 'role', 'involves', 'developing', 'solution', 'analyzing', 'requirement', 'collaborating', 'cross', 'functional', 'team', 'maintaining', 'high', 'quality', 'deliverable', 'strong', 'problem', 'solving', 'communication', 'skill', 'preferred']"
