job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB00872,Cloud Engineer,Vertex Digital,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Python, Linux, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-5 LPA,Internship
JOB08302,Frontend Developer,Vertex Digital,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, Git, JavaScript and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,9-11 LPA,Part-time
JOB01264,Backend Developer,TechNova Solutions,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Node.js, Java, PostgreSQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,7-12 LPA,Full-time
JOB09080,Business Analyst,BlueOrbit Software,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Tableau, Business Analysis, Power BI and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,12-15 LPA,Full-time
JOB05403,Data Scientist,NexaWorks,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, AWS, Scikit-learn, Machine Learning and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,10-14 LPA,Full-time
JOB07494,Data Analyst,Apex Solutions,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, Power BI, Tableau, Pandas and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-11 LPA,Full-time
JOB07874,DevOps Engineer,TechNova Solutions,"Bangalore, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Git, Docker and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,5-7 LPA,Full-time
JOB04185,Business Analyst,DataBridge Analytics,,"We are looking for a Business Analyst to join our team. The candidate should have experience with Communication, Excel, Power BI, SQL, Tableau and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,12-17 LPA,Full-time
JOB01221,Software Engineer,DataBridge Analytics,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Docker, Python, C++, REST API and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-13 LPA,Full-time
JOB08869,Software Engineer,NexaWorks,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, Git, Python, Java and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,6-10 LPA,Full-time
JOB03685,Cloud Engineer,DataBridge Analytics,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Docker, Kubernetes and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-9 LPA,Full-time
JOB00409,Frontend Developer,BlueOrbit Software,"Gwalior, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, TypeScript, JavaScript and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,6-9 LPA,Contract
JOB05251,Machine Learning Engineer,CloudSphere,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, SQL, Docker and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,11-13 LPA,Part-time
JOB05273,Machine Learning Engineer,Vertex Digital,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, TensorFlow, Scikit-learn and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,3-8 LPA,Full-time
JOB01514,Frontend Developer,TechNova Solutions,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, Git, React, JavaScript, HTML and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-8 LPA,Internship
JOB05961,DevOps Engineer,DataBridge Analytics,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Jenkins, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,7-9 LPA,Full-time
JOB03571,QA Engineer,Apex Solutions,"Noida, India","We are looking for a QA Engineer to join our team. The candidate should have experience with API Testing, Selenium, Git, Java, Jira and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,11-14 LPA,Contract
JOB04049,QA Engineer,TechNova Solutions,"Gurgaon, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Git, SQL, Selenium and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,6-10 LPA,Full-time
JOB08093,DevOps Engineer,BlueOrbit Software,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Kubernetes, Git and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-9 LPA,Contract
JOB09004,DevOps Engineer,InnovateLabs,"Mumbai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Git, Jenkins, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,10-15 LPA,Full-time
JOB07123,Machine Learning Engineer,NextGen Systems,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, PyTorch, Scikit-learn and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,,Full-time
JOB07117,Cloud Engineer,TechNova Solutions,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Kubernetes, AWS, Python, Docker and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,8-10 LPA,Full-time
JOB02479,Data Analyst,TechNova Solutions,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Python, Statistics, Excel, Power BI and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,12-14 LPA,Full-time
JOB03028,Cloud Engineer,InnovateLabs,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Python, Terraform and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,10-14 LPA,Full-time
JOB08223,Business Analyst,CodeCraft India,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Tableau, Business Analysis and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-8 LPA,Full-time
JOB06195,Cloud Engineer,CloudSphere,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with AWS, Azure, Kubernetes, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,11-13 LPA,Internship
JOB03111,Software Engineer,BlueOrbit Software,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, REST API, C++, SQL, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,12-15 LPA,Full-time
JOB04871,Data Analyst,Apex Solutions,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Excel, SQL, Pandas and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,12-17 LPA,Contract
JOB05345,Business Analyst,Quantix Technologies,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, Power BI, SQL, Tableau and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,7-12 LPA,Internship
JOB02109,Cloud Engineer,DataBridge Analytics,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Terraform, AWS, Linux and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,9-11 LPA,Full-time
JOB09719,Machine Learning Engineer,Apex Solutions,Remote,"We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, Python, Scikit-learn, PyTorch, TensorFlow and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,11-13 LPA,Full-time
JOB05738,Software Engineer,InnovateLabs,"Gwalior, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, REST API, Java, Git and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-11 LPA,Full-time
JOB02311,Frontend Developer,FinEdge Technologies,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with JavaScript, REST API, TypeScript and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,7-10 LPA,Full-time
JOB08729,Frontend Developer,Vertex Digital,"Delhi, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, JavaScript, REST API and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,6-11 LPA,Internship
JOB09431,Machine Learning Engineer,Quantix Technologies,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, AWS, TensorFlow and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,10-15 LPA,Full-time
JOB02146,Data Analyst,CodeCraft India,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Excel, Tableau, Statistics and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,11-16 LPA,Full-time
JOB09462,Cloud Engineer,CodeCraft India,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Azure, Linux, AWS, Terraform and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,5-10 LPA,Full-time
JOB01747,Data Analyst,CodeCraft India,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, SQL, Tableau, Excel and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-9 LPA,Full-time
JOB02465,Data Analyst,Apex Solutions,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, Statistics, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,9-14 LPA,Full-time
JOB09027,Data Analyst,NextGen Systems,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Python, Pandas, Power BI, Excel and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,12-14 LPA,Full-time
JOB01499,Backend Developer,Vertex Digital,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Docker, Node.js, Java and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,6-9 LPA,Full-time
JOB01480,Data Scientist,NextGen Systems,"Pune, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, AWS, Python, Machine Learning and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,9-14 LPA,Full-time
JOB03083,Cloud Engineer,Apex Solutions,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Linux, AWS, Docker, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,5-7 LPA,Full-time
JOB05293,Machine Learning Engineer,FinEdge Technologies,"Bangalore, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, AWS, PyTorch, Scikit-learn and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,,Full-time
JOB03990,Cloud Engineer,NexaWorks,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Azure, Docker and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-9 LPA,Full-time
JOB01727,DevOps Engineer,FinEdge Technologies,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Docker, Terraform, AWS and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,8-11 LPA,Part-time
JOB04891,Frontend Developer,BlueOrbit Software,"Hyderabad, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, HTML, REST API, TypeScript and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,9-11 LPA,Full-time
JOB01806,Backend Developer,Quantix Technologies,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Docker, Python, PostgreSQL and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-14 LPA,Full-time
JOB04803,Backend Developer,CloudSphere,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with PostgreSQL, Docker, REST API, Java and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,10-14 LPA,Full-time
JOB08162,DevOps Engineer,Quantix Technologies,"Gwalior, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Docker, Terraform and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,8-11 LPA,Full-time
JOB05742,Cloud Engineer,Vertex Digital,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Azure, AWS, Terraform, Linux and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-15 LPA,Contract
JOB04223,Cloud Engineer,Vertex Digital,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, AWS, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,12-17 LPA,Internship
JOB09988,Machine Learning Engineer,Apex Solutions,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Docker, TensorFlow, Scikit-learn and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-15 LPA,Full-time
JOB06498,DevOps Engineer,InnovateLabs,"Noida, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Git, Jenkins, Terraform, Docker and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,8-11 LPA,Full-time
JOB00746,Cloud Engineer,DataBridge Analytics,"Gurgaon, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, Docker, AWS and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,7-9 LPA,Full-time
JOB05480,Business Analyst,NexaWorks,"Noida, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Communication, Business Analysis and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,9-11 LPA,Full-time
JOB00711,Data Scientist,Quantix Technologies,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Scikit-learn, Machine Learning and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-17 LPA,Full-time
JOB00380,Business Analyst,CodeCraft India,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Communication, Tableau and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,11-15 LPA,Full-time
JOB06274,Software Engineer,NextGen Systems,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, REST API, Python, Git and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,,Full-time
JOB08333,Machine Learning Engineer,Apex Solutions,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, Python, PyTorch, Scikit-learn and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,,6-8 LPA,Full-time
JOB08952,Cloud Engineer,Vertex Digital,Remote,"We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, AWS, Python, Terraform, Kubernetes and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,,3-5 LPA,Full-time
JOB07319,Frontend Developer,NexaWorks,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, REST API, TypeScript, React and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,12-17 LPA,Contract
JOB06415,Data Analyst,Quantix Technologies,"Hyderabad, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Pandas, SQL, Excel, Statistics and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,6-11 LPA,Full-time
JOB07645,QA Engineer,InnovateLabs,"Gwalior, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Python, Selenium, SQL and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-16 LPA,Full-time
JOB04081,Machine Learning Engineer,CodeCraft India,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, TensorFlow, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,10-14 LPA,Full-time
JOB04589,Machine Learning Engineer,TechNova Solutions,"Pune, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Python, Scikit-learn, SQL and PyTorch. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,10-14 LPA,Contract
JOB09387,Software Engineer,Quantix Technologies,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, SQL, REST API, Java and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,11-13 LPA,Full-time
JOB03567,Data Scientist,CloudSphere,"Gwalior, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, AWS, Machine Learning, SQL and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,6-9 LPA,Full-time
JOB06826,Software Engineer,InnovateLabs,"Gurgaon, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Docker, Python, Git and C++. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,12-16 LPA,Contract
JOB04943,Business Analyst,CodeCraft India,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, SQL, Tableau, Business Analysis and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,11-13 LPA,Contract
JOB03596,Frontend Developer,DataBridge Analytics,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, JavaScript, REST API, React, TypeScript and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,10-13 LPA,Internship
JOB01314,DevOps Engineer,Quantix Technologies,"Delhi, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Kubernetes, AWS, Git and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-16 LPA,Full-time
JOB08722,Data Analyst,BlueOrbit Software,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Pandas, Excel and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,8-12 LPA,Internship
JOB05838,QA Engineer,CloudSphere,Remote,"We are looking for a QA Engineer to join our team. The candidate should have experience with Jira, Python, Git and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,8-10 LPA,Contract
JOB02908,Data Analyst,FinEdge Technologies,"Noida, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Statistics, SQL, Python and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,9-14 LPA,Full-time
JOB04203,Data Analyst,Vertex Digital,"Gurgaon, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Power BI, Excel, Statistics and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,6-11 LPA,Full-time
JOB09571,Business Analyst,NextGen Systems,"Chennai, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Power BI, Excel, Business Analysis, SQL and Communication. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,6-9 LPA,Full-time
JOB01286,Business Analyst,DataBridge Analytics,"Pune, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Business Analysis, Communication, Tableau and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,6-8 LPA,Full-time
JOB04484,Data Scientist,InnovateLabs,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Scikit-learn, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,8-12 LPA,Internship
JOB05842,DevOps Engineer,NexaWorks,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with AWS, Kubernetes, Linux and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,6-10 LPA,Contract
JOB01350,Cloud Engineer,Quantix Technologies,"Pune, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Docker, Linux and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,8-12 LPA,Contract
JOB03778,Frontend Developer,NextGen Systems,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with React, TypeScript, HTML, JavaScript and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,9-14 LPA,Full-time
