job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description,original_length,clean_length,custom_entities
JOB03699,Frontend Developer,NexaWorks,"Chennai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, Git, HTML, CSS, REST API and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,4-8 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript git html css rest api and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,365,354,"[('Java', 'SKILL')]"
JOB01733,Business Analyst,NexaWorks,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Communication, Tableau, Business Analysis and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,5-7 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql communication tableau business analysis and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,358,"[('SQL', 'SKILL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB00451,Backend Developer,CloudSphere,"Chennai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with PostgreSQL, Java, REST API, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,7-12 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with postgresql java rest api python and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,358,348,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('PostgreSQL', 'DATABASE')]"
JOB00714,Frontend Developer,BlueOrbit Software,"Noida, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, Git, JavaScript, HTML and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,8-12 LPA,Contract,we are looking for a frontend developer to join our team the candidate should have experience with typescript git javascript html and rest api the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350,"[('Java', 'SKILL')]"
JOB03446,Frontend Developer,NextGen Systems,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, TypeScript, HTML, JavaScript, REST API and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-7 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with react typescript html javascript rest api and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,367,356,"[('Java', 'SKILL')]"
JOB04210,Backend Developer,NexaWorks,"Delhi, India","We are looking for a Backend Developer to join our team. The candidate should have experience with REST API, Python, PostgreSQL, SQL, Node.js and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,12-15 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with rest api python postgresql sql node js and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('PostgreSQL', 'DATABASE')]"
JOB02305,DevOps Engineer,NextGen Systems,"Chennai, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, AWS, Docker, Kubernetes, Git and Terraform. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,11-14 LPA,Contract,we are looking for a devops engineer to join our team the candidate should have experience with jenkins aws docker kubernetes git and terraform the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB06061,Backend Developer,Apex Solutions,"Gurgaon, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, REST API, Python and Node.js. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech/M.Tech,3-8 LPA,Part-time,we are looking for a backend developer to join our team the candidate should have experience with sql rest api python and node js the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,337,"[('Python', 'SKILL'), ('SQL', 'SKILL')]"
JOB04197,Frontend Developer,DataBridge Analytics,Remote,"We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, CSS, REST API and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with typescript css rest api and git the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,347,338,[]
JOB09832,Data Scientist,Quantix Technologies,"Gurgaon, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Python, SQL, AWS, Scikit-learn, Machine Learning and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-7 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with python sql aws scikit learn machine learning and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,369,358,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB07108,DevOps Engineer,Vertex Digital,"Hyderabad, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Linux, Git, Jenkins, Docker, Terraform and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,10-13 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with linux git jenkins docker terraform and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"[('Docker', 'TECHNOLOGY')]"
JOB09362,DevOps Engineer,InnovateLabs,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Git, Terraform, Jenkins, Linux, Docker and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,6-11 LPA,Internship,we are looking for a devops engineer to join our team the candidate should have experience with git terraform jenkins linux docker and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,364,353,"[('Docker', 'TECHNOLOGY')]"
JOB05332,Backend Developer,FinEdge Technologies,"Noida, India","We are looking for a Backend Developer to join our team. The candidate should have experience with PostgreSQL, Node.js, Java, Python and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,7-11 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with postgresql node js java python and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,347,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('PostgreSQL', 'DATABASE')]"
JOB03785,Data Analyst,DataBridge Analytics,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Python, Pandas, SQL, Excel and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,7-10 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with python pandas sql excel and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,346,336,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB09454,Data Analyst,TechNova Solutions,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Tableau, Python, Excel, SQL and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,10-13 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with power bi tableau python excel sql and pandas the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB03046,Machine Learning Engineer,CloudSphere,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Docker, SQL, Scikit-learn and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,10-15 LPA,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with docker sql scikit learn and aws the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,345,"[('SQL', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB06479,Backend Developer,Quantix Technologies,"Mumbai, India","We are looking for a Backend Developer to join our team. The candidate should have experience with Node.js, Docker, REST API, SQL, PostgreSQL and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,12-14 LPA,Full-time,we are looking for a backend developer to join our team the candidate should have experience with node js docker rest api sql postgresql and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,366,355,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('PostgreSQL', 'DATABASE')]"
JOB03583,Cloud Engineer,CodeCraft India,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Terraform, Python, Docker, AWS and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Master's Degree,11-14 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure terraform python docker aws and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,357,346,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM'), ('Azure', 'CLOUD_PLATFORM')]"
JOB09621,Data Scientist,FinEdge Technologies,"Gwalior, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, SQL, Scikit-learn, Machine Learning, NumPy and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-9 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws sql scikit learn machine learning numpy and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,368,357,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
JOB06650,Machine Learning Engineer,DataBridge Analytics,"Gwalior, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with Scikit-learn, TensorFlow, AWS and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-6 LPA,Full-time,we are looking for a machine learning engineer to join our team the candidate should have experience with scikit learn tensorflow aws and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,361,352,"[('TensorFlow', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB04033,Software Engineer,DataBridge Analytics,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, Java, REST API, C++, Docker and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,6-11 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with git java rest api c docker and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,353,340,"[('SQL', 'SKILL'), ('Java', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB08294,QA Engineer,FinEdge Technologies,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Jira, SQL, API Testing, Selenium and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,6-11 LPA,Contract,we are looking for a qa engineer to join our team the candidate should have experience with java jira sql api testing selenium and python the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB04103,Cloud Engineer,NextGen Systems,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Terraform, Python, Azure and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,12-17 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with terraform python azure and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('Azure', 'CLOUD_PLATFORM')]"
JOB07021,Data Analyst,NextGen Systems,"Chennai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Excel, SQL and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,6-10 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau excel sql and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,342,333,"[('SQL', 'SKILL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB06028,Frontend Developer,DataBridge Analytics,"Gurgaon, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, JavaScript, React and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,12-17 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with html javascript react and css the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"[('Java', 'SKILL')]"
JOB02336,Software Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, Python, SQL, Git and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,5-9 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with c python sql git and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,343,331,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB01181,Data Analyst,Quantix Technologies,"Bangalore, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Tableau, Python, Power BI, Pandas and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,4-8 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with tableau python power bi pandas and excel the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"[('Python', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB08693,Frontend Developer,FinEdge Technologies,"Delhi, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with HTML, REST API, JavaScript, TypeScript and CSS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,9-12 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with html rest api javascript typescript and css the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,350,"[('Java', 'SKILL')]"
JOB00519,Cloud Engineer,Vertex Digital,"Gwalior, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Kubernetes, Docker, AWS, Terraform and Azure. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,Bachelor's Degree,9-12 LPA,Part-time,we are looking for a cloud engineer to join our team the candidate should have experience with kubernetes docker aws terraform and azure the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"[('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM'), ('Azure', 'CLOUD_PLATFORM')]"
JOB07617,Business Analyst,Quantix Technologies,"Bangalore, India","We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Power BI, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,7-9 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with sql power bi business analysis and tableau the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,347,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL')]"
JOB01209,QA Engineer,Vertex Digital,"Delhi, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Python, Jira, Java, SQL, Selenium and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Master's Degree,4-9 LPA,Full-time,we are looking for a qa engineer to join our team the candidate should have experience with python jira java sql selenium and api testing the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,345,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL')]"
JOB02222,Cloud Engineer,DataBridge Analytics,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, AWS, Terraform, Python, Docker and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-12 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with linux aws terraform python docker and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,362,351,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB00347,DevOps Engineer,DataBridge Analytics,"Gurgaon, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Kubernetes, Git, AWS, Terraform and Jenkins. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-11 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with kubernetes git aws terraform and jenkins the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"[('AWS', 'CLOUD_PLATFORM')]"
JOB04221,DevOps Engineer,BlueOrbit Software,"Gwalior, India","We are looking for a DevOps Engineer to join our team. The candidate should have experience with Terraform, Git, Jenkins and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.E.,3-8 LPA,Full-time,we are looking for a devops engineer to join our team the candidate should have experience with terraform git jenkins and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,349,340,[]
JOB06885,Cloud Engineer,NexaWorks,"Hyderabad, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Terraform, Python, Linux and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,5-7 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with azure terraform python linux and kubernetes the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,356,346,"[('Python', 'SKILL'), ('Azure', 'CLOUD_PLATFORM')]"
JOB01112,Backend Developer,FinEdge Technologies,"Gwalior, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, PostgreSQL, Node.js, Python and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,6-9 LPA,Contract,we are looking for a backend developer to join our team the candidate should have experience with sql postgresql node js python and java the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,354,344,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Java', 'SKILL'), ('PostgreSQL', 'DATABASE')]"
JOB06221,Software Engineer,DataBridge Analytics,"Bangalore, India","We are looking for a Software Engineer to join our team. The candidate should have experience with C++, REST API, Python, Git and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,10-15 LPA,Full-time,we are looking for a software engineer to join our team the candidate should have experience with c rest api python git and docker the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,350,338,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB01570,Cloud Engineer,NexaWorks,"Delhi, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Docker, Python, Terraform and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Bachelor's Degree,9-13 LPA,Full-time,we are looking for a cloud engineer to join our team the candidate should have experience with docker python terraform and linux the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,345,336,"[('Python', 'SKILL'), ('Docker', 'TECHNOLOGY')]"
JOB08948,Business Analyst,Vertex Digital,"Gwalior, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Excel, Communication, Business Analysis, SQL and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,3-5 LPA,Full-time,we are looking for a business analyst to join our team the candidate should have experience with tableau excel communication business analysis sql and power bi the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,378,367,"[('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Tableau', 'TOOL'), ('Excel', 'TOOL')]"
JOB01693,Data Analyst,CloudSphere,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Python, SQL, Excel, Pandas and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Bachelor's Degree,9-13 LPA,Full-time,we are looking for a data analyst to join our team the candidate should have experience with power bi python sql excel pandas and statistics the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,359,348,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('Power BI', 'TOOL'), ('Excel', 'TOOL')]"
JOB07826,Frontend Developer,NexaWorks,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with Git, REST API, CSS, React, TypeScript and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,6-11 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with git rest api css react typescript and html the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,360,349,[]
JOB03280,Frontend Developer,BlueOrbit Software,"Delhi, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with REST API, HTML, Git and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.E.,7-11 LPA,Full-time,we are looking for a frontend developer to join our team the candidate should have experience with rest api html git and javascript the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,348,339,"[('Java', 'SKILL')]"
JOB05969,Machine Learning Engineer,TechNova Solutions,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with PyTorch, Docker, Python, AWS, Scikit-learn and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-13 LPA,Internship,we are looking for a machine learning engineer to join our team the candidate should have experience with pytorch docker python aws scikit learn and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,371,360,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('PyTorch', 'TECHNOLOGY'), ('Docker', 'TECHNOLOGY'), ('AWS', 'CLOUD_PLATFORM')]"
JOB01884,Data Scientist,NexaWorks,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with AWS, Scikit-learn, Python, Pandas and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,12-16 LPA,Full-time,we are looking for a data scientist to join our team the candidate should have experience with aws scikit learn python pandas and sql the role involves developing solutions analyzing requirements collaborating with cross functional teams and maintaining high quality deliverables strong problem solving and communication skills are preferred,351,341,"[('Python', 'SKILL'), ('SQL', 'SKILL'), ('AWS', 'CLOUD_PLATFORM')]"
