ngram,score
api sql python,8.60806034500293
linux docker terraform,8.59866723278474
docker linux terraform,8.594209606033967
terraform docker linux,8.554433740240412
experience git jira,8.551332080639677
experience linux azure,8.547490716670918
experience postgresql java,8.53319648454743
experience jenkins aws,8.531154255745125
bi tableau communication,8.528696306376018
communication excel power,8.516648987026906
experience python postgresql,8.515054482988388
analysis tableau excel,8.491580807528312
aws linux terraform,8.490601900020227
selenium python role,8.488499669409395
java jira role,8.47921066085301
kubernetes docker linux,8.47456345139844
api java sql,8.467462369000698
aws linux kubernetes,8.466299961265555
learn numpy role,8.45805971592425
kubernetes docker aws,8.454306473803564
sql java docker,8.444264876338284
react javascript role,8.438023222947516
experience selenium api,8.426359063310061
api java git,8.425536702192968
pandas python sql,8.410930436492665
api java docker,8.39534526636421
experience html rest,8.382609592190054
experience jira sql,8.367718481159217
excel communication power,8.357517371551364
aws docker linux,8.356447329729003
python aws scikit,8.336730250057826
tensorflow pytorch role,8.325300112004413
statistics pandas role,8.323252109630108
linux aws terraform,8.314257930153484
java python git,8.312747820967665
sql tensorflow role,8.306018957510352
kubernetes aws linux,8.286993149626852
linux jenkins role,8.282597712923828
experience terraform git,8.28207313600761
terraform kubernetes linux,8.259707795272655
api docker sql,8.258698905429245
terraform linux kubernetes,8.248744116306034
communication tableau power,8.22118162913233
experience postgresql node,8.214014421046997
experience communication power,8.201565394109664
git python java,8.19744789461311
analysis sql tableau,8.194059256055313
python git sql,8.19222952135265
docker kubernetes linux,8.19026068674876
experience python tableau,8.163364581835586
tableau pandas role,8.157074843290404
docker kubernetes aws,8.123894017811027
api java python,8.116116551073056
learn pandas role,8.105149564833527
statistics python role,8.089886641710766
experience kubernetes jenkins,8.083122627183087
docker aws python,8.069174784946744
aws pytorch role,8.06878890348209
python java api,8.057660315220545
experience git css,8.056362335731478
analysis excel communication,8.052701544097731
tableau python role,8.039765783314726
experience docker jenkins,8.036848883098699
experience python machine,8.02450980514579
learning aws role,8.024469211227963
python docker aws,8.02026749978714
python aws docker,8.01447016629389
docker terraform linux,8.01399628285559
aws docker python,7.991008599206648
sql pytorch role,7.984733439157838
terraform aws docker,7.982719300450533
numpy sql role,7.96007500529613
docker linux kubernetes,7.9597351467668584
experience python terraform,7.956181133667545
postgresql java role,7.9483102489405795
learn sql python,7.945008155147156
experience git jenkins,7.927297005524874
java git docker,7.921092490113488
statistics tableau role,7.920627507657676
tableau sql excel,7.919639106668056
analysis sql excel,7.918813190765545
analysis excel sql,7.908096401879164
azure kubernetes role,7.905890594991706
experience docker azure,7.903944613358122
experience numpy sql,7.902597864949452
learn sql aws,7.880444284050659
experience sql tensorflow,7.872964579158799
experience statistics excel,7.867564335992859
experience aws jenkins,7.866829355504802
experience numpy pandas,7.8642683113040786
experience html javascript,7.858208285238909
api javascript role,7.851534979305082
aws kubernetes docker,7.8299967511305075
css typescript role,7.828711646968948
aws python sql,7.826767807088933
pytorch python role,7.825027056276772
javascript react role,7.818098642136266
tableau excel business,7.809307053559161
docker aws terraform,7.80495387646105
experience jira python,7.799688997168913
experience tableau communication,7.796882660679366
git docker python,7.777399578623744
git javascript role,7.775067721538965
api sql git,7.7702170364717995
python excel role,7.76148783081609
experience statistics pandas,7.759321466878142
statistics excel role,7.758414375105697
experience git aws,7.7535153148490865
experience python linux,7.74880134036427
terraform git jenkins,7.719646610383704
docker kubernetes terraform,7.712890863023718
experience terraform jenkins,7.708005712506291
analysis sql communication,7.684304814658014
experience react rest,7.676169880411152
aws azure role,7.667505080048894
linux kubernetes docker,7.664221867616524
learn python sql,7.64476608021246
experience sql node,7.6234871449906505
bi sql communication,7.623305193126354
tableau sql business,7.617983898810038
sql aws scikit,7.617892219610506
docker aws linux,7.610354586314294
typescript javascript role,7.604420079405323
learning python role,7.593899765133146
react html role,7.582053462238131
learn aws sql,7.581466909726297
experience sql machine,7.580123974711223
python aws sql,7.578346078973887
experience sql pytorch,7.551196215798437
excel python role,7.54865922304569
aws docker terraform,7.534660236833965
analysis tableau power,7.530837236737907
jira sql role,7.525862949981596
experience kubernetes git,7.52526125238842
linux terraform aws,7.518448753671056
python git docker,7.518128841078934
bi communication excel,7.516324347642123
docker sql rest,7.513504358345677
experience aws azure,7.508834273867202
aws python docker,7.506991956617483
git terraform role,7.501512610846157
bi communication sql,7.497425723696711
experience tensorflow sql,7.485685513034997
sql selenium role,7.481875656639691
aws python scikit,7.476851994614141
testing jira role,7.473951633809711
experience pytorch python,7.473861957332601
experience typescript css,7.462569174309142
sql communication power,7.462294506706837
communication sql role,7.461945075157911
experience excel statistics,7.460958718372774
experience pandas statistics,7.459317061734794
experience excel communication,7.458271029065571
excel pandas role,7.451457244438594
pytorch tensorflow role,7.450331231162318
react git role,7.43640037366161
experience python api,7.432204693037086
experience selenium jira,7.419527659400622
python sql pandas,7.4182892569641945
experience pytorch docker,7.408815495545933
terraform docker kubernetes,7.407391447448396
bi excel business,7.407243777375721
experience git html,7.406479759174643
experience tensorflow pytorch,7.4052954431491695
communication sql power,7.399789355004385
experience python node,7.3994536043630985
postgresql python role,7.39556058942709
python jira role,7.394687827941685
python postgresql role,7.392961430755862
kubernetes linux terraform,7.390387695845226
git selenium role,7.384920282795033
tensorflow python sql,7.379978571148734
experience python tensorflow,7.367372589085262
kubernetes python role,7.367027536082708
experience statistics sql,7.353246876812882
aws numpy role,7.349094633451918
experience tableau pandas,7.328140424310127
tensorflow docker role,7.316450088988052
experience aws git,7.311900409566583
jenkins kubernetes role,7.307123346069774
git java docker,7.2954164404900865
experience linux jenkins,7.289933881450138
analysis communication power,7.274321735864676
azure docker role,7.2628289874276275
api react role,7.242964001386999
terraform linux docker,7.242267431461594
testing python role,7.225519869740549
api python git,7.213063638661758
testing git role,7.209560376763768
python statistics role,7.2018927457965125
azure linux role,7.183666097033996
docker sql java,7.178255943723366
terraform linux aws,7.176393182187188
tableau python excel,7.1747319808958245
experience javascript react,7.174300842297364
git aws terraform,7.156056295133947
pandas numpy role,7.155616405246368
bi statistics role,7.155401959108123
api css role,7.154515401688075
experience docker node,7.15412535342539
docker linux aws,7.1493154157594985
statistics excel power,7.147631025589726
pandas statistics role,7.146831121159885
bi sql business,7.135130615883278
linux terraform kubernetes,7.128642908411797
experience pytorch aws,7.126010339158655
python kubernetes role,7.105988644775712
learning pandas role,7.100723535167438
sql docker git,7.085097632290665
communication sql tableau,7.077546369046021
experience html react,7.073804011739606
experience postgresql sql,7.07080226236067
experience css javascript,7.056469695231287
jira sql api,7.052338260024174
sql python pandas,7.0523238614805495
python selenium role,7.04670116018448
aws sql python,7.028234329941117
git linux role,7.028039713707013
api typescript role,7.025101981215175
git terraform linux,7.014629863605352
learn docker role,7.0078798020322886
experience linux git,6.995680731970074
learn aws python,6.9930463448763165
html javascript role,6.992381626728957
sql pandas python,6.986651213748428
experience azure kubernetes,6.974536310735556
aws git role,6.9604287295162255
js docker role,6.958439046853416
docker azure role,6.956756857179132
selenium git role,6.95469302515723
jenkins aws role,6.947099238870584
tableau excel communication,6.947004863574495
experience postgresql python,6.934291498774237
typescript css role,6.9335592479938635
terraform kubernetes docker,6.929809025197844
aws sql scikit,6.92325265929675
docker pytorch role,6.92066112469156
tableau statistics excel,6.912533187992458
azure python role,6.903794578550214
experience typescript html,6.901380808116308
bi communication business,6.8923844196396
experience tensorflow docker,6.887524275927506
experience java selenium,6.883384010311091
experience pandas excel,6.877720336562614
bi pandas role,6.875815696442468
terraform azure role,6.873031508123395
typescript html role,6.868571013551194
linux docker aws,6.866919482563875
selenium java role,6.863593523048256
experience azure linux,6.850232753023223
pytorch python sql,6.844373708858876
azure terraform role,6.843534436908131
experience sql statistics,6.838411686680851
experience javascript git,6.833451096445612
experience jira selenium,6.820625317699363
experience communication sql,6.819748862566434
python terraform role,6.811162157377442
experience typescript rest,6.810351923663241
experience css rest,6.805102536743195
html typescript role,6.803073509807713
experience aws pandas,6.790057028567356
experience statistics tableau,6.788504492110202
python kubernetes azure,6.788405959257078
experience jira git,6.785024330618033
experience terraform python,6.7822284170567375
analysis sql role,6.781464942136299
git jira role,6.777768649374794
linux python azure,6.7735989881779055
experience communication tableau,6.76474001744515
api git java,6.7640813021454615
java selenium role,6.76219893057287
git css rest,6.759067282714274
postgresql sql role,6.75021070373409
git typescript role,6.740772357867099
analysis communication sql,6.7355911840228
terraform kubernetes aws,6.731691024475619
experience css html,6.730380705164574
experience react html,6.719287936809138
experience excel python,6.7087809538328145
communication excel business,6.707640982268042
sql tableau business,6.707531528250733
excel communication business,6.702562985027905
experience git selenium,6.691912445006989
experience excel pandas,6.691643582362638
numpy aws role,6.681937231056571
java git rest,6.681280471849268
git docker rest,6.6733810902860915
aws python kubernetes,6.6732943980213735
python tableau excel,6.665193577945097
tableau communication business,6.662245048394579
experience css typescript,6.653342854283753
linux kubernetes aws,6.651327993818197
java postgresql role,6.649690559014149
experience pandas tableau,6.644027393557463
experience python excel,6.636301783240879
linux python role,6.627848855711579
experience typescript react,6.619115681562475
javascript typescript role,6.609477467834752
linux git role,6.603894565821604
docker jenkins role,6.593688899789274
javascript html role,6.590400618418817
linux terraform docker,6.590153935842926
git kubernetes role,6.586580068393223
sql communication business,6.572437727958624
testing selenium role,6.563064729876229
experience docker postgresql,6.561605947050173
docker python linux,6.56130204438936
learn tensorflow role,6.5477326122578665
docker python git,6.537621998270618
analysis excel power,6.52859092624104
sql jira role,6.521119617213724
excel statistics role,6.515817021865436
bi python role,6.515584241417463
selenium sql python,6.513582776642772
experience pandas scikit,6.512469942689337
experience python pytorch,6.504301646688358
experience java jira,6.500568843779592
js postgresql role,6.499795204078861
git jira sql,6.4981864969141
git docker sql,6.4931472282020755
js python role,6.488616173094056
excel tableau statistics,6.488141996288867
testing java jira,6.487448832436499
learning aws python,6.483664390536169
experience kubernetes python,6.47736665826754
experience azure aws,6.470192991256156
experience aws pytorch,6.4674980227336825
testing sql role,6.466989292437812
kubernetes git role,6.45899463906524
api git sql,6.455496681490789
analysis tableau communication,6.454824403080126
tableau pandas python,6.452623280079204
pandas numpy sql,6.441573800384679
experience python numpy,6.432645546252901
tableau statistics sql,6.425104431603631
python sql scikit,6.423654797126891
experience jenkins docker,6.422617284370181
linux python aws,6.420136635140793
sql postgresql python,6.414604108170398
pytorch sql role,6.412345677197145
sql python jira,6.409005156559449
numpy sql scikit,6.408567418064649
sql excel python,6.4042005577856695
js sql role,6.403700883595868
experience python kubernetes,6.399544131020455
experience css react,6.394321867537968
statistics pandas power,6.3912622463048665
azure docker kubernetes,6.3899670528259
aws pandas role,6.383008070676468
experience html css,6.3824240622713795
aws pandas python,6.364477523177383
experience git kubernetes,6.35397577082081
python git api,6.352686418278436
aws docker azure,6.342233877277133
experience sql numpy,6.339649569409019
experience docker tensorflow,6.335877908531619
experience statistics power,6.332313928212217
analysis sql power,6.307116675980429
kubernetes azure aws,6.305141433347534
experience sql jira,6.298199492434202
jenkins docker role,6.297531728034443
kubernetes jenkins role,6.294929668234251
experience selenium git,6.294333149224654
communication sql excel,6.2927363722086325
html javascript rest,6.290744416893467
api postgresql role,6.288939382823355
experience aws numpy,6.286666116897662
python azure aws,6.284144924129763
excel pandas power,6.280298363209999
jenkins aws terraform,6.279697459408384
git sql selenium,6.27913291755821
javascript git role,6.276153133137351
jenkins git role,6.275111528471839
docker python aws,6.274602949373268
numpy python role,6.269112416509224
sql excel statistics,6.267116586418575
kubernetes aws docker,6.265331168229411
css react role,6.2614638058084715
experience numpy machine,6.26012561154808
testing python sql,6.252964445894337
pandas excel role,6.234243696103591
azure docker terraform,6.228563890481021
experience java node,6.228075712083777
learning numpy role,6.224831423865078
analysis tableau sql,6.224241629542012
js java role,6.216640759428239
sql git docker,6.214931823849509
bi python tableau,6.2146774100431905
sql selenium api,6.213842893956647
docker tensorflow scikit,6.211242556058739
testing git selenium,6.207681378014463
git docker java,6.202193260529063
experience react typescript,6.195959623004851
azure linux python,6.1933924208498095
api javascript typescript,6.189078689782154
linux python kubernetes,6.177761519011827
java git jira,6.173571559055948
experience jenkins kubernetes,6.172209829197852
tableau excel pandas,6.169415713479057
python git rest,6.168301188757582
experience java api,6.165596732469858
python sql postgresql,6.163917824023539
experience git linux,6.161859389166166
typescript html javascript,6.160929348281825
tensorflow aws role,6.160120624654103
aws tensorflow role,6.148133632509166
python linux kubernetes,6.147778113594374
sql postgresql role,6.145160196698569
analysis communication tableau,6.1446053220978465
css git role,6.141443510044651
experience docker pytorch,6.137162085398522
selenium sql java,6.130498539981714
kubernetes git docker,6.129004131146891
java jira git,6.128156556124814
experience kubernetes azure,6.124172607530755
terraform kubernetes azure,6.12345216616726
python azure role,6.123128304384968
python tensorflow docker,6.1223922809956814
experience html typescript,6.099099647073608
sql docker scikit,6.096654395165753
aws python linux,6.087426506758468
experience postgresql docker,6.083360842043756
tableau communication power,6.074463563103004
experience statistics python,6.073948676439011
jenkins terraform role,6.062365017645853
experience javascript rest,6.055094935691068
api html role,6.04900369611858
testing selenium java,6.0485176465184445
experience html git,6.024781361354171
experience sql api,6.022228186879367
aws python tensorflow,6.016705633218765
python tensorflow role,6.016683729369009
kubernetes azure docker,6.015868783628219
java docker git,6.012889418352554
react typescript role,6.007932930463091
pytorch sql python,6.004017834789036
experience terraform azure,6.003519212770803
java git api,6.003110103289429
api css git,5.995653874402174
python sql tensorflow,5.991995361974072
docker azure linux,5.9878625302289095
pandas tableau statistics,5.987429759419121
experience react css,5.985871363157951
docker git java,5.983891524773775
kubernetes linux docker,5.983695142557327
azure kubernetes python,5.977010034986577
experience git terraform,5.973818351523984
jira git api,5.972418455063983
typescript react role,5.966519605119566
jenkins linux docker,5.958256010024544
terraform kubernetes git,5.95782628249283
java selenium python,5.955718026317322
jenkins linux role,5.950652107176969
excel python sql,5.949853935676238
git aws role,5.943848268842502
bi statistics sql,5.942090103904825
linux azure terraform,5.931371698943571
excel communication sql,5.896085779251063
git typescript css,5.877682752735332
tableau sql communication,5.876678892360933
experience tensorflow python,5.8698769998901925
experience typescript git,5.85749417228519
learning sql scikit,5.851000347390153
bi pandas excel,5.8489005172903745
git java rest,5.847955732092653
git jira python,5.846140278948804
tableau statistics pandas,5.8441795127147005
docker git sql,5.840608227144232
css javascript role,5.83644671129932
communication tableau excel,5.833566179282647
git kubernetes linux,5.8311095287803925
python excel power,5.823770975086686
azure terraform docker,5.822379200555837
docker jenkins kubernetes,5.821655681024529
excel tableau business,5.819924128148897
docker python scikit,5.818830775405398
kubernetes terraform linux,5.816811909317052
bi statistics pandas,5.814694001293976
git html typescript,5.814323204723963
aws docker git,5.814276981075973
python jira git,5.805296734529747
html git role,5.803605782370596
api postgresql node,5.80114874348641
api git typescript,5.800138853183237
docker aws git,5.796992777428148
docker python terraform,5.794713664005707
experience typescript javascript,5.781995975326038
experience jira api,5.775946202408082
postgresql python rest,5.770012992221796
bi python pandas,5.76730812779603
python aws pandas,5.765396296765623
python pytorch docker,5.76362734651944
jenkins docker linux,5.763145439125558
aws jenkins role,5.759260263122858
api python postgresql,5.758195182941583
postgresql java rest,5.752020442127063
terraform jenkins linux,5.7491562627755135
docker aws scikit,5.746302753305197
pytorch aws role,5.746093722608213
experience git typescript,5.744868108900837
jira git sql,5.7327359316686435
experience java postgresql,5.720634426956016
docker tensorflow role,5.715796669021555
html react css,5.714056724101919
sql java selenium,5.713117831433045
tensorflow sql scikit,5.708743532777564
tableau statistics role,5.707704510450293
git jenkins aws,5.701571547316708
pandas aws machine,5.688262649327488
experience git javascript,5.687215580640148
tensorflow python role,5.685035366205557
azure aws kubernetes,5.68306196826858
docker linux git,5.681113059551756
jira selenium role,5.6719766754391685
learning python aws,5.670998334477659
js docker java,5.6686765739603056
experience git api,5.668029143887662
azure terraform kubernetes,5.665810998011803
git react role,5.665076294752943
jenkins git kubernetes,5.6586746333090785
python sql excel,5.65719975529592
postgresql python node,5.64923893458336
jenkins git linux,5.649200410394636
js python java,5.647897600121932
docker postgresql rest,5.645130470948803
python azure docker,5.644585775592862
learning pandas scikit,5.638997781654589
pandas statistics python,5.638971928270917
terraform python role,5.637647183750683
linux git jenkins,5.628281799934934
pandas excel statistics,5.627312464496276
python pytorch role,5.62099179372521
pandas sql statistics,5.61687646517766
javascript git react,5.613148874886162
python azure kubernetes,5.612336289718245
postgresql java sql,5.611137817414869
tensorflow docker sql,5.610929662840935
tensorflow sql docker,5.609663361688295
experience pandas numpy,5.609518182236359
git sql rest,5.609181940895339
java postgresql python,5.59689525084863
docker sql aws,5.590872777123604
js postgresql rest,5.5825454568309185
testing selenium sql,5.581081596010671
pandas sql excel,5.580026441209934
python docker tensorflow,5.575361499991077
python kubernetes docker,5.564295983661527
aws tensorflow python,5.552518421060259
git html role,5.54652520532739
tensorflow python pytorch,5.545640064143553
html javascript react,5.537230103637085
sql tensorflow pytorch,5.524732328609512
api git docker,5.523555920282926
jenkins docker terraform,5.518121262034875
typescript git javascript,5.515495198601807
pandas aws role,5.515140628164128
python terraform kubernetes,5.513929939895391
experience pytorch tensorflow,5.509078710071031
tableau communication sql,5.504548500096354
excel statistics python,5.499765803968062
pytorch docker tensorflow,5.499439431592143
tensorflow docker pytorch,5.495819959290902
sql communication excel,5.49445445935595
linux azure aws,5.492317207917358
git kubernetes terraform,5.491594261473041
sql statistics python,5.476286380037014
selenium java jira,5.462760666120173
html javascript typescript,5.4586562531917595
python aws machine,5.453661130318778
jira selenium python,5.449414766583526
python java node,5.446832163386295
excel statistics power,5.446405246566078
python kubernetes terraform,5.445868463769509
python azure terraform,5.436995299717679
selenium sql role,5.436679128112635
postgresql docker role,5.424449759810506
testing python selenium,5.42330702528268
pytorch docker scikit,5.422925603706219
selenium jira git,5.42288802367416
tensorflow sql role,5.418478490443081
python linux docker,5.418143953470666
python tableau role,5.41814156246557
sql postgresql java,5.417223322745508
sql selenium java,5.416426543995188
experience selenium java,5.415525820536949
tensorflow docker python,5.4094017829247
kubernetes linux jenkins,5.406254398759152
sql git rest,5.399734040870118
git css react,5.398979629921462
git docker jenkins,5.395960516509334
experience python selenium,5.389802935871817
pytorch docker role,5.384873809635672
sql git jira,5.380211860477966
communication excel tableau,5.37635914223502
jira sql python,5.3747547765043215
azure terraform linux,5.371352152084289
python aws kubernetes,5.367770744980783
statistics python pandas,5.365998806043905
sql tensorflow docker,5.365803515197276
sql aws numpy,5.357383937684151
learn docker sql,5.356467672719801
java docker postgresql,5.356288632051434
react typescript git,5.3498969712605
learn numpy sql,5.348368321929772
docker sql scikit,5.335728492895607
linux kubernetes git,5.334359433562484
api git react,5.33432409081935
aws git terraform,5.333696534695583
excel communication tableau,5.333690351757592
jira selenium sql,5.332565701401684
bi statistics tableau,5.330601880563019
jira sql git,5.329671704180739
css react typescript,5.321067392162491
pandas tableau role,5.3166151204500665
sql excel business,5.316386421419698
git react javascript,5.316144468787967
statistics tableau python,5.311966713230185
pandas sql power,5.309962573387608
terraform python aws,5.30818171378459
learn pytorch python,5.302560653744885
aws pandas numpy,5.2945428132270935
api git css,5.291655808601918
docker java git,5.289707603822394
docker azure kubernetes,5.286852905726776
linux jenkins git,5.278597834328495
selenium java api,5.276217042457767
python sql api,5.26066573105979
experience python jira,5.25831976697968
git javascript html,5.257948797806801
learn tensorflow docker,5.254607317704967
experience pytorch scikit,5.251663728472814
git sql docker,5.250195896281891
learn pandas aws,5.2486935770386225
azure terraform python,5.248126773157363
aws azure terraform,5.248093841461217
docker terraform python,5.246756972476815
postgresql java docker,5.246613907496346
python docker scikit,5.246066924629942
python pandas tableau,5.244402103216463
terraform python docker,5.242899217634775
experience javascript typescript,5.236407659582224
docker terraform jenkins,5.233567728448586
docker python node,5.2312480913482675
docker aws azure,5.224243626520563
python numpy role,5.220399143724894
js docker python,5.219387090888325
learn tensorflow python,5.2190621556388885
azure docker python,5.2101788471092165
experience javascript html,5.203370367375126
sql python tensorflow,5.19924885256252
learn pytorch tensorflow,5.198674819712871
experience python statistics,5.19635014103167
kubernetes linux azure,5.189434578135518
jenkins git terraform,5.189366892013014
experience postgresql rest,5.188401752026388
testing java selenium,5.186788028191996
javascript css role,5.183525408811147
linux kubernetes azure,5.181783048771285
sql docker pytorch,5.178969878124354
api react html,5.177614695190266
api html javascript,5.177221176577422
pandas numpy machine,5.1760901169282105
python aws terraform,5.166375374778551
python postgresql java,5.1611434078019744
html git css,5.1492600274564495
aws tensorflow pytorch,5.148812095900739
testing sql python,5.147782355489641
azure aws python,5.14649114551417
postgresql docker rest,5.1436567211250654
html git typescript,5.142024999054252
aws sql machine,5.141823370421354
testing jira sql,5.14134407671038
python tensorflow scikit,5.140252332585022
azure docker aws,5.131089786744135
python azure linux,5.127576138189484
typescript html rest,5.126801380711632
jira python git,5.125939784775733
jira java role,5.125805922584808
bi excel python,5.125327086736211
terraform docker python,5.125167616696963
git python docker,5.122524273740117
docker jenkins aws,5.121510389663756
docker postgresql java,5.119640481481768
docker azure aws,5.11542847616893
experience python power,5.110933849263804
statistics sql excel,5.104585327627187
pandas python aws,5.101785784611316
docker pytorch sql,5.1001329418718635
docker pytorch python,5.0979247115630315
linux aws kubernetes,5.095598331663925
testing selenium git,5.09272866278433
java python api,5.088663508089402
sql docker tensorflow,5.0882151232908095
learning sql numpy,5.087306145401823
aws numpy python,5.087177501188016
testing sql java,5.084609343927138
bi sql pandas,5.082953419920782
sql python power,5.081893404606687
sql python api,5.080787655605355
sql selenium git,5.080738567410264
jenkins linux kubernetes,5.078783664566455
docker python azure,5.078185057444682
css html role,5.075863113153984
experience numpy aws,5.07195241428865
python sql tableau,5.070453523577814
java postgresql docker,5.067380346912478
typescript git role,5.065941728756929
docker postgresql role,5.060930552328397
typescript react javascript,5.059546502649329
tableau python power,5.050221252302948
docker python tensorflow,5.04940357637995
learn aws pandas,5.0472605525197105
python terraform linux,5.044733089467438
python sql node,5.042975892883912
python numpy scikit,5.041878303722033
css git html,5.041572377819791
jenkins docker aws,5.037898658490121
tensorflow sql pytorch,5.037888445853926
git react typescript,5.0337316065612265
statistics pandas sql,5.032326926849167
html typescript git,5.030394615218397
terraform jenkins docker,5.030309213033235
docker git rest,5.02740550121175
aws azure linux,5.022449034490109
learning sql role,5.021646082780357
aws jenkins linux,5.017408383640464
experience jenkins terraform,5.016347193685951
communication tableau business,5.010859417122626
pytorch python docker,5.010208878676689
git jenkins kubernetes,5.009547350693268
html css typescript,5.008899826248458
api html git,5.007174634686356
aws sql tensorflow,5.006878870488586
python linux aws,5.00512654750108
learn pytorch aws,4.995011933355831
html typescript javascript,4.990742133639281
kubernetes python terraform,4.988807767733546
experience jira java,4.9865395718891
aws python azure,4.985876534770105
html react role,4.983102373885234
aws terraform azure,4.9809655384588645
jenkins kubernetes aws,4.976227166841443
docker git jenkins,4.975744635795534
git sql api,4.958652922563218
selenium sql jira,4.951799012613944
pandas python statistics,4.9506698972260885
statistics python tableau,4.945206038419824
javascript react css,4.944198104828261
tensorflow pytorch sql,4.942563442259211
java sql node,4.9350286290954815
git css role,4.934494796557687
kubernetes git terraform,4.930377087050692
bi tableau python,4.92798590643634
bi excel communication,4.925878529792794
git jenkins linux,4.924556980254818
pandas tableau power,4.924484371520513
sql numpy pandas,4.920965264240216
learn pytorch sql,4.919102718947964
sql numpy role,4.918414599911883
selenium sql api,4.917699422722492
sql java node,4.915192541924882
kubernetes docker jenkins,4.907041726164228
experience selenium python,4.905837765687274
azure aws docker,4.905692887559437
html css react,4.904628315795189
git selenium java,4.9004651407804625
python statistics excel,4.900095106628617
tableau statistics power,4.897383589738243
aws pytorch scikit,4.894160357345908
bi statistics excel,4.893805968011238
javascript css html,4.893211509228922
sql docker aws,4.891229513999474
selenium python api,4.889681538256165
javascript typescript css,4.888459598751272
excel pandas python,4.886495255238876
typescript css react,4.88460742110069
terraform kubernetes python,4.879131662796857
python docker terraform,4.8743291474653
react html git,4.873410418808491
excel statistics tableau,4.872997894216037
aws linux azure,4.869515054249887
js postgresql java,4.868746777768097
python java jira,4.866124359230496
aws git docker,4.864944234951704
git aws kubernetes,4.864871717798419
kubernetes git jenkins,4.864454752890557
linux git aws,4.860500434038199
pandas python scikit,4.858973589984259
linux azure docker,4.853641506804389
excel tableau communication,4.852975438934816
sql pytorch docker,4.852173474194224
git java api,4.8503293447474425
git jira selenium,4.845051753212712
numpy pandas scikit,4.844483414658389
jenkins terraform aws,4.844247278988877
statistics tableau power,4.84423913396114
kubernetes terraform jenkins,4.842850342526607
react html javascript,4.841291596508797
sql postgresql rest,4.839900932392989
aws pandas machine,4.836852689313602
tensorflow pytorch docker,4.835709140857263
python docker pytorch,4.829276750340128
python tableau pandas,4.82848017750162
git jenkins docker,4.82180768453347
git kubernetes docker,4.821216367109698
react css git,4.81884242132925
learn aws machine,4.80810764657045
azure kubernetes aws,4.804147254247398
terraform linux git,4.800487932950558
git selenium api,4.797383386537068
python postgresql node,4.796750621064029
kubernetes python docker,4.796424435502745
java python jira,4.796256962806438
aws docker scikit,4.790488137783081
python docker postgresql,4.782299494095962
bi pandas python,4.779313639218051
communication tableau sql,4.77703924040729
react html rest,4.776683731550578
sql python excel,4.776609421677579
docker tensorflow python,4.775182046102166
docker sql node,4.774164076008062
sql git selenium,4.7727183890440426
css git javascript,4.770549529575257
experience git react,4.770513181788066
pandas aws numpy,4.768054212142684
learn sql machine,4.767546545948306
git selenium sql,4.759235345791705
docker terraform azure,4.758749769651213
linux terraform git,4.758323741034987
css react git,4.751364477383091
linux azure python,4.746634827666312
experience react javascript,4.739455759003915
azure linux aws,4.735134114383206
java sql selenium,4.7342276081313965
docker git kubernetes,4.732432636397255
linux azure role,4.721161776813486
learn sql pytorch,4.720282501225144
docker postgresql node,4.717866859772189
postgresql java node,4.717309923453821
aws python numpy,4.717105645651399
python aws numpy,4.716714325655499
git linux docker,4.714390679117263
javascript typescript html,4.711614626256352
git jira api,4.709926490376648
pandas python numpy,4.706387683484609
selenium java sql,4.703665767654609
python sql statistics,4.703063692800753
javascript react html,4.701798163372422
pandas python excel,4.699572623694271
sql selenium python,4.6971848162754455
pandas sql tableau,4.694793225913074
python tensorflow aws,4.693972410659089
pytorch docker python,4.692383086668833
js python docker,4.691095680438248
postgresql docker python,4.690087515629797
selenium jira api,4.687264646753438
python postgresql sql,4.683001151114487
azure terraform aws,4.682954612256205
kubernetes python aws,4.671802978149213
css html react,4.665506200199748
java jira sql,4.6619893862793935
api python node,4.659461111837437
aws python machine,4.6583388562292045
experience jenkins linux,4.658326523430937
kubernetes git aws,4.656770542740304
html css role,4.6534799772671915
git linux kubernetes,4.652733804584118
api postgresql java,4.649573764681029
docker python postgresql,4.648585506644166
tableau python sql,4.647905284598027
python docker azure,4.6420999150345255
pandas statistics tableau,4.641206249479952
javascript html rest,4.633258736043871
js sql java,4.633180419988811
java git selenium,4.633140764894627
sql tensorflow python,4.6306722928815836
selenium jira python,4.627667077843773
docker python kubernetes,4.624368196417184
sql pandas statistics,4.62250114767469
learn python docker,4.62023343932315
statistics sql python,4.619454609161067
python excel pandas,4.617025069253936
typescript react css,4.616563646881092
excel tableau pandas,4.614776019356033
learning python sql,4.612530633301968
azure python kubernetes,4.607150565432321
bi tableau pandas,4.6058558496209905
learning sql pandas,4.605540377418039
experience javascript css,4.6053362761166605
linux terraform jenkins,4.6033080236816515
docker git linux,4.602904911904798
sql pandas excel,4.599340410817056
python java postgresql,4.5965658338712405
docker sql pytorch,4.592436744797784
typescript css javascript,4.588696991918941
docker java postgresql,4.588051497541916
azure linux terraform,4.580450093193818
kubernetes python linux,4.580031984863196
terraform python kubernetes,4.579158254812225
git html javascript,4.577444403512542
jira git python,4.576227471469226
aws jenkins git,4.575223394023752
js sql postgresql,4.573730483608025
tableau pandas power,4.569361402327522
api postgresql docker,4.5685556162757495
html javascript git,4.5675736155913205
css git typescript,4.563446331164983
